City,Location,Bedrooms,Bathrooms,Parking,Price
Nairobi,Kileleshwa,4,4,1,140000
Westlands,General Mathenge,3,3,1,180000
Kiambu County,Ruaka,2,2,1,45000
Nairobi,Embakasi,3,2,1,80000
Nairobi,Lavington,0,1,1,120000
Nairobi,Lavington,3,0,0,250000
Nyali,Nyali Area,1,1,1,85000
Westlands,General Mathenge,3,4,1,160000
Nairobi,Kilimani,3,3,1,130000
Nairobi,Kileleshwa,2,2,1,110000
Nairobi,Upper Hill,1,2,1,140000
Nairobi,Lavington,2,2,1,180000
Westlands,Westlands Area,2,2,1,195000
Nairobi,Kilimani,3,3,1,95000
Nairobi,Lavington,1,1,1,180000
Nairobi,Muthaiga,2,2,1,220000
Nairobi,Kileleshwa,3,2,1,100000
Nairobi,Lavington,3,3,1,120000
Nairobi,Kilimani,4,3,1,110000
Westlands,Westlands Area,2,2,1,160000
Kiambu County,Ruaka,2,3,1,35000
Nyali,Nyali Area,2,2,1,15000
Westlands,Riverside,3,4,1,250000
Nairobi,Lavington,2,2,0,297000
Nairobi,Uthiru,2,1,0,16000
Westlands,Parklands,3,4,1,250000
Nairobi,Lavington,3,0,1,200000
Nairobi,Lavington,2,2,1,120000
Nyali,Nyali Area,3,2,1,100000
Nairobi,Kiambu Road,3,2,1,65000
Nyali,Nyali Area,3,4,1,65000
Mombasa Island,Mombasa CBD,2,3,0,25000
Nairobi,Kilimani,3,2,1,130000
Westlands,Westlands Area,1,1,1,100000
Nairobi,Kileleshwa,2,0,0,50000
Nairobi,Kilimani,3,2,1,90000
Westlands,Rhapta Road,2,2,1,250000
Nairobi,Kileleshwa,3,3,1,110000
Nairobi,Kileleshwa,3,2,1,85000
Nairobi,Kileleshwa,2,0,0,150000
Westlands,Spring Valley,3,4,1,400000
Nairobi,Lavington,2,2,1,175000
Nairobi,Kilimani,3,3,1,75000
Nairobi,Kilimani,1,1,1,150000
Nairobi,Kilimani,4,4,1,639000
Nyali,Nyali Area,3,3,1,55000
Nairobi,Kileleshwa,2,2,1,75000
Westlands,Brookside,3,4,1,210000
Nairobi,Lavington,4,4,0,150000
Nyali,Nyali Area,1,1,1,5000
Westlands,Westlands Area,3,3,1,135000
Nairobi,Kilimani,2,2,1,270000
Westlands,Riverside,3,0,0,150000
Westlands,Spring Valley,4,5,1,400000
Westlands,Westlands Area,2,2,1,230000
Westlands,Rosslyn,3,4,1,180000
Nairobi,Kilimani,3,3,0,140000
Westlands,Westlands Area,1,1,1,125000
Nyali,Mkomani,4,3,1,95000
Nairobi,Lavington,2,2,1,90000
Nairobi,Upper Hill,2,2,1,180000
Nairobi,Kilimani,3,3,1,95000
Kiambu County,Ruaka,1,1,1,33000
Westlands,Westlands Area,2,3,1,220000
Nyali,Nyali Area,2,0,1,12000
Nairobi,Thika Road,2,2,0,95000
Westlands,Parklands,3,2,0,119500
Westlands,Nyari,2,2,1,250000
Westlands,Rhapta Road,2,2,1,125000
Westlands,Spring Valley,3,4,1,305000
Nairobi,Kilimani,1,1,1,65000
Westlands,Runda,4,4,1,400000
Westlands,General Mathenge,3,4,1,200000
Nairobi,Lavington,3,3,1,150000
Westlands,Parklands,4,5,1,250000
Nairobi,Thika Road,3,3,1,85000
Nairobi,Kilimani,2,2,1,70000
Nairobi,Kilimani,2,2,1,290000
Kiambu County,Ruaka,0,1,1,10000
Nairobi,Kilimani,2,2,1,160000
Nairobi,Muthaiga,3,3,1,250000
Westlands,Westlands Area,2,2,1,240000
Nairobi,Lavington,2,0,0,75000
Nairobi,Kileleshwa,3,0,1,85000
Nyali,Nyali Area,3,3,0,180000
Roysambu,Garden Estate,3,2,1,65000
Nyali,Nyali Area,2,2,1,10000
Nairobi,Kilimani,2,2,1,120000
Nairobi,Lavington,3,3,1,95000
Westlands,Westlands Area,3,3,1,90000
Nyali,Kongowea,1,1,0,4500
Westlands,Westlands Area,3,2,1,130000
Nairobi,Kileleshwa,2,2,1,85000
Nairobi,Lavington,3,4,1,150000
Nairobi,Kilimani,3,3,1,110000
Westlands,Westlands Area,4,4,1,190000
Nairobi,Riara Road,3,2,0,50000
Nairobi,Karen,0,0,0,15000
Nairobi,Kileleshwa,2,3,1,120000
Westlands,Kitisuru,1,1,1,70000
Kiambu County,Ruaka,2,2,1,35000
Nairobi,Kilimani,3,4,1,140000
Westlands,Brookside,3,3,1,135000
Westlands,Riverside,4,2,0,190000
Westlands,General Mathenge,3,4,0,175000
Nairobi,Kilimani,2,2,1,200000
Nairobi,Kileleshwa,3,3,1,130000
Nairobi,Kilimani,3,3,1,170000
Kiambu County,Kiambu Town,3,2,1,30000
Nairobi,Kileleshwa,3,2,1,100000
Nairobi,Kileleshwa,1,1,1,200000
Nairobi,Lavington,4,3,1,230000
Westlands,Westlands Area,0,1,1,100000
Nyali,Mkomani,2,2,1,120000
Nyali,Nyali Area,4,5,1,165000
Westlands,Parklands,2,2,1,130000
Westlands,Westlands Area,2,2,1,220000
Nairobi,Kilimani,3,3,1,130000
Westlands,Westlands Area,4,5,0,250000
Nyali,Nyali Area,3,3,1,95000
Westlands,Riverside,1,1,1,150000
Westlands,Riverside,1,0,1,85000
Nairobi,Kilimani,2,2,1,70000
Westlands,Spring Valley,3,3,1,331000
Nairobi,Kileleshwa,4,3,0,170000
Nairobi,Lavington,4,5,1,120000
Nairobi,Kilimani,3,3,1,120000
Westlands,Riverside,3,4,1,180000
Kiambu County,Ruiru,3,2,1,45000
Nairobi,Upper Hill,1,2,1,130000
Nyali,Nyali Area,1,1,1,65000
Westlands,Riverside,3,2,1,85000
Westlands,Waiyaki Way,1,1,1,120000
Westlands,Westlands Area,2,2,1,215000
Ruiru,Kamakis,2,2,1,30000
Nairobi,Kilimani,3,3,1,170000
Westlands,Riverside,3,3,1,180000
Nairobi,Lavington,3,4,1,95000
Westlands,Riverside,3,3,1,145000
Westlands,General Mathenge,2,2,1,200000
Westlands,Nyari,2,1,0,160000
Westlands,Brookside,1,1,1,70000
Nairobi,Langata,3,2,1,35000
Westlands,Gigiri,2,3,1,270000
Kikuyu,Kikuyu Town,2,2,0,23000
Nairobi,Kilimani,2,2,1,180000
Nairobi,Kilimani,3,5,1,120000
Nairobi,Lavington,2,2,1,130000
Nairobi,Thika Road,2,2,0,100000
Nairobi,Kileleshwa,2,3,1,8000
Nairobi,State House,3,3,1,300000
Westlands,Rhapta Road,2,0,1,130000
Nyali,Nyali Area,3,4,1,90000
Westlands,Riverside,3,4,1,330000
Nairobi,Lavington,3,4,1,110000
Westlands,Parklands,3,0,1,115000
Nairobi,Kilimani,3,3,1,110000
Westlands,Riverside,3,3,1,180000
Westlands,Spring Valley,3,2,1,220000
Nairobi,Ngong Road,2,2,1,65000
Nairobi,Kilimani,3,3,0,150000
Nairobi,Kilimani,3,3,1,82000
Nairobi,Thika Road,3,3,1,120000
Nyali,Nyali Area,3,4,1,60000
Nyali,Nyali Area,1,2,1,80000
Nairobi,Riara Road,2,2,1,85000
Nyali,Nyali Area,3,4,1,100000
Nairobi,Kilimani,3,2,0,65000
Nairobi,Karen,2,0,0,55000
Nairobi,Kilimani,4,4,1,200000
Nairobi,Kileleshwa,2,3,0,85000
Nairobi,Kileleshwa,3,4,1,140000
Nairobi,Kileleshwa,3,3,1,150000
Westlands,Rhapta Road,1,1,0,120000
Embu,,0,1,1,7000
Westlands,Westlands Area,1,1,1,150000
Nairobi,South B,2,2,1,55000
Nairobi,Lavington,3,4,1,70000
Nairobi,Kileleshwa,2,2,1,180000
Westlands,Parklands,2,3,1,200000
Nairobi,Kileleshwa,2,1,0,110000
Westlands,Riverside,3,3,1,110000
Nairobi,Kileleshwa,3,3,1,150000
Nairobi,Kilimani,3,3,1,90000
Westlands,Westlands Area,2,2,1,160000
Nairobi,Kileleshwa,2,2,0,140000
Nairobi,Kilimani,2,2,1,150000
Westlands,Waiyaki Way,4,4,1,100000
Westlands,Spring Valley,3,3,1,350000
Westlands,Westlands Area,1,2,1,130000
Nairobi,Kilimani,3,4,1,250000
Nyali,Nyali Area,1,2,1,10000
Nairobi,Kileleshwa,3,2,0,140000
Nairobi,Karen,2,2,1,45000
Westlands,Spring Valley,3,4,1,300000
Westlands,Westlands Area,2,2,0,321000
Westlands,Westlands Area,3,3,1,135000
Machakos County,Mlolongo,0,0,0,6000
Westlands,Runda,5,0,1,551600
Nairobi,Lavington,4,4,1,170000
Nairobi,Kilimani,1,1,1,45000
Nairobi,Ngong Road,3,4,1,85000
Westlands,Riverside,3,4,1,200000
Westlands,Westlands Area,3,4,1,400000
Westlands,Rhapta Road,2,2,1,100000
Nyali,Kongowea,3,4,0,13000
Nairobi,Lavington,3,3,1,85000
Westlands,Spring Valley,2,2,1,250000
Nairobi,Kilimani,3,3,1,130000
Nairobi,Kileleshwa,3,4,0,200000
Westlands,Westlands Area,2,2,1,90000
Westlands,Westlands Area,3,3,1,270000
Nairobi,Kiambu Road,2,2,1,55000
Westlands,Parklands,2,2,1,160000
Nairobi,Lavington,4,4,1,150000
Nairobi,Lavington,3,3,1,150000
Nairobi,Kilimani,4,5,1,400000
Nairobi,Kileleshwa,3,3,1,100000
Westlands,Parklands,3,4,1,270000
Nairobi,Kiambu Road,2,2,1,56600
Nairobi,Kileleshwa,1,1,0,130000
Westlands,Lower Kabete,4,4,1,160000
Westlands,Westlands Area,3,3,1,135000
Westlands,Riverside,4,5,1,300000
Westlands,General Mathenge,4,4,1,150000
Westlands,Riverside,2,0,1,165000
Westlands,Spring Valley,3,4,1,250000
Westlands,Westlands Area,3,2,1,90000
Westlands,Riverside,2,2,1,250000
Mombasa Island,Tudor,3,2,1,70000
Nairobi,Kileleshwa,3,3,0,150000
Nairobi,Kileleshwa,2,2,1,140000
Nairobi,Kilimani,2,3,1,180000
Nairobi,Kilimani,1,0,1,120000
Kilifi County,Malindi,2,1,1,5000
Nairobi,Kilimani,2,2,1,120000
Nairobi,Kileleshwa,1,1,0,60000
Nairobi,Kilimani,3,3,1,160000
Nairobi,Kileleshwa,2,2,1,65000
Westlands,Westlands Area,2,2,1,150000
Nairobi,Kilimani,1,1,1,150000
Nairobi,Kilimani,3,3,1,200000
Nairobi,Lavington,6,4,1,200000
Kiambu County,Ruaka,2,2,0,40000
Kiambu County,Ruaka,2,2,1,33000
Westlands,Kitisuru,4,5,1,90000
Nyali,Nyali Area,1,1,1,70000
Nairobi,Kilimani,4,4,1,150000
Westlands,Runda,1,2,1,120000
Westlands,Westlands Area,3,0,0,250000
Nairobi,Kileleshwa,4,4,1,140000
Westlands,Spring Valley,2,3,1,200000
Nairobi,Kilimani,3,3,1,150000
Westlands,Nyari,2,2,1,150000
Westlands,Westlands Area,3,3,1,220000
Nairobi,Kilimani,2,2,1,70000
Westlands,General Mathenge,2,2,1,150000
Westlands,Westlands Area,3,3,1,250000
Nairobi,Lavington,2,2,1,100000
Nairobi,Kilimani,2,2,1,75000
Westlands,Parklands,2,3,1,150000
Westlands,Riverside,3,3,1,250000
Nyali,Nyali Area,3,4,1,180000
Nairobi,Kileleshwa,4,4,1,150000
Westlands,Westlands Area,2,0,1,170000
Westlands,Karura,4,4,1,320000
Westlands,Westlands Area,2,2,1,240000
Nairobi,Kilimani,3,2,1,320000
Westlands,Brookside,4,4,1,150000
Nairobi,Lavington,3,2,1,220000
Westlands,Rosslyn,1,1,1,100000
Nairobi,Lavington,3,4,1,150000
Nyali,Nyali Area,3,4,1,105000
Westlands,Spring Valley,3,3,1,150000
Nairobi,Ngong Road,3,2,1,65000
Westlands,Runda,1,1,1,70000
Nyali,Nyali Area,3,4,1,15000
Nyali,Nyali Area,3,2,1,15000
Nairobi,Kileleshwa,3,3,1,220000
Westlands,Westlands Area,3,3,1,250000
Westlands,Westlands Area,1,1,1,150000
Nairobi,Kileleshwa,3,3,1,120000
Nairobi,Lavington,4,4,1,230000
Westlands,Westlands Area,2,2,1,150000
Nairobi,Kileleshwa,2,2,0,75000
Nairobi,Kileleshwa,1,1,1,100000
Nairobi,Kileleshwa,2,2,1,85000
Westlands,Westlands Area,3,3,1,340000
Westlands,Riverside,4,4,1,150000
Nairobi,Kileleshwa,3,4,0,320000
Westlands,General Mathenge,4,5,1,220000
Westlands,Westlands Area,3,0,0,
Nairobi,Upper Hill,2,2,1,180000
Westlands,Westlands Area,0,1,1,27000
Nairobi,Thika Road,1,1,1,68000
Nairobi,Kilimani,2,3,1,130000
Westlands,Brookside,2,3,1,95000
Westlands,Spring Valley,4,4,1,570000
Westlands,Spring Valley,3,4,1,250000
Nairobi,Kilimani,2,3,1,85000
Nairobi,Lavington,3,3,1,100000
Nairobi,Kilimani,3,4,0,180000
Nairobi,Lavington,2,2,1,55000
Westlands,Riverside,3,3,1,280000
Westlands,Westlands Area,3,3,1,337500
Westlands,General Mathenge,3,3,1,190000
Westlands,Westlands Area,4,4,0,267000
Nairobi,Kileleshwa,3,2,1,95000
Nairobi,Kileleshwa,2,2,1,55000
Nairobi,Kilimani,2,2,1,9000
Westlands,Westlands Area,3,3,1,180000
Nairobi,Kilimani,2,0,1,220000
Nairobi,Lavington,0,0,0,0
Nairobi,Lavington,3,2,1,65000
Westlands,Westlands Area,2,2,1,140000
Nairobi,Lavington,3,2,1,55000
Nairobi,Kiambu Road,2,2,1,135000
Westlands,Westlands Area,3,3,1,120000
Westlands,Riverside,2,2,1,270000
Mombasa Island,Tudor,3,4,0,70000
Nairobi,Kileleshwa,3,2,1,80000
Nairobi,Kilimani,3,3,1,150000
Westlands,Karura,4,5,1,550000
Westlands,Riverside,4,3,1,120000
Westlands,Westlands Area,3,3,1,260000
Nairobi,Ngong Road,2,2,0,65000
Nairobi,Kileleshwa,3,3,1,250000
Westlands,Riverside,3,0,1,300000
Westlands,Rhapta Road,1,1,1,160000
Nairobi,Lavington,3,3,1,100000
Westlands,Rhapta Road,2,3,0,200000
Westlands,Westlands Area,3,3,1,350000
Westlands,Riverside,3,3,1,200000
