City,Location,Bedrooms,Bathrooms,Toilets,Price
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Ruaka,1 beds,1 baths,1 Toilets,"13,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"4,300,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"4,300,000"
Nairobi,Ruaka,1 beds,1 baths,1 Toilets,"7,500"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"4,300,000"
Nairobi,Ruaraka,1 beds,1 baths, Toilets,"10,000"
Nairobi,Ruaraka,2 beds,2 baths, Toilets,"17,000"
Sukari,Kahawa,2 beds,2 baths, Toilets,"18,000"
Nairobi,Utawala,1 beds,1 baths, Toilets,"9,000"
Sukari,Kahawa,1 beds,1 baths, Toilets,"11,000"
Nairobi,Buruburu,1 beds,1 baths, Toilets,"9,500"
Rd,Ngong,1 beds,1 baths, Toilets,"13,000"
Nairobi,Pipeline,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Ruai,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Starehe,1 beds,1 baths,1 Toilets,"15,000"
Nairobi,Syokimau,1 beds,1 baths,1 Toilets,"10,000"
Road,Thika,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Embakasi,2 beds,1 baths,1 Toilets,"8,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"7,000"
Hill,Upper,beds,1 baths,1 Toilets,"7,000"
Nairobi,Waithaka,beds,1 baths,1 Toilets,"7,000"
Nairobi,Zimmerman,beds,1 baths,1 Toilets,"7,000"
Daima,Imara,2 beds,2 baths, Toilets,"19,000"
Nairobi,Donholm,2 beds,2 baths, Toilets,"18,000"
West,Kahawa,2 beds,2 baths, Toilets,"16,000"
Nairobi,Kasarani,beds, baths, Toilets,"17,000"
Nairobi,Kileleshwa,4 beds,3 baths,3 Toilets,"90,000"
Ruaka,Ruaka,beds, baths, Toilets,"10,000,000"
Way,Waiyaki,beds, baths, Toilets,"25,000"
Ruaka,Joyland,2 beds, baths,2 Toilets,"50,000"
Nairobi,Ruaka,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Ngara,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Kawangware,2 beds,2 baths,2 Toilets,"12,000"
Ruaka,Joyland,2 beds,2 baths,2 Toilets,"33,000"
South,Eastleigh,2 beds,2 baths,2 Toilets,"14,000"
Ruaka,JOYLAND,2 beds,2 baths,2 Toilets,"35,000"
North,Eastleigh,1 beds,1 baths,1 Toilets,"5,000"
North,Eastleigh,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Westlands,2 beds,2 baths,2 Toilets,"25,000"
Nairobi,Komarock,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Westlands,1 beds,1 baths,1 Toilets,"14,000"
Nairobi,Westlands,1 beds,1 baths,1 Toilets,"8,500"
Nairobi,Komarock,1 beds,1 baths,1 Toilets,"12,000"
Nairobi,Komarock,1 beds,1 baths,1 Toilets,"7,000"
ROAD,RHAPTA,1 beds,1 baths,1 Toilets,"8,000"
West,Nairobi,1 beds,1 baths,1 Toilets,"10,000"
West,Nairobi,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Buruburu,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Komarock,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Buruburu,1 beds,1 baths,1 Toilets,"5,000"
Nairobi,Kilimani,3 beds,4 baths,3 Toilets,"8,000"
Nairobi,Karen,1 beds,1 baths,1 Toilets,"5,500"
Nairobi,Buruburu,1 beds,1 baths,1 Toilets,"9,500"
Nairobi,Kilimani,2 beds,2 baths,3 Toilets,"130,000"
Wendani,Kahawa,2 beds, baths, Toilets,"15,000"
Daima,Imara,1 beds, baths, Toilets,"13,000"
Nairobi,Zimmerman,2 beds, baths, Toilets,"15,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"15,000,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"15,000,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"15,000,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Fedha,2 beds, baths, Toilets,"15,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"21,000,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"21,000,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"21,000,000"
Nairobi,Kilimani,3 beds,4 baths,4 Toilets,"10,500,000"
Nairobi,Kileleshwa,3 beds,4 baths,4 Toilets,"10,500,000"
Nairobi,Lavington,3 beds,4 baths,4 Toilets,"10,500,000"
Nairobi,Kilimani,3 beds,4 baths,4 Toilets,"10,500,000"
Nairobi,Kileleshwa,3 beds,4 baths,4 Toilets,"10,500,000"
Nairobi,Donholm,4 beds,1 baths,2 Toilets,"25,000"
Nairobi,Lavington,3 beds,4 baths,4 Toilets,"10,500,000"
Estate,Garden,4 beds,1 baths,2 Toilets,"25,000"
Nairobi,Kilimani,3 beds,4 baths,4 Toilets,"11,000,000"
Nairobi,Komarock,4 beds,2 baths,1 Toilets,"25,000"
Nairobi,Kileleshwa,3 beds,4 baths,4 Toilets,"11,000,000"
Nairobi,Buruburu,4 beds,1 baths,2 Toilets,"25,000"
Nairobi,Langata,4 beds,4 baths,4 Toilets,"65,000"
Nairobi,Lavington,3 beds,4 baths,4 Toilets,"11,000,000"
Nairobi,Kilimani,2 beds,1 baths,1 Toilets,"5,500,000"
Nairobi,Kileleshwa,2 beds,1 baths,1 Toilets,"5,500,000"
Nairobi,Lavington,2 beds,1 baths,1 Toilets,"5,500,000"
Nairobi,Kilimani,2 beds,2 baths,2 Toilets,"5,500,000"
Nairobi,Kileleshwa,2 beds,2 baths,2 Toilets,"5,500,000"
Nairobi,Lavington,2 beds,2 baths,2 Toilets,"5,500,000"
Nairobi,Kilimani,2 beds,2 baths,2 Toilets,"6,500,000"
Nairobi,Kileleshwa,2 beds,2 baths,2 Toilets,"6,500,000"
Nairobi,Lavington,2 beds,2 baths,2 Toilets,"6,500,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"4,000,000"
Fedha,Fedha,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"5,000,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"5,000,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"5,000,000"
South,SORE,1 beds,1 baths,1 Toilets,"7,000"
ROAD,RAPHTA,1 beds,1 baths,1 Toilets,"10,000"
Rd,Ngong,2 beds,2 baths,2 Toilets,"40,000"
Central,Nairobi,2 beds,2 baths,2 Toilets,"42,000"
Roysambu,Roysambu,2 beds,2 baths,2 Toilets,"18,000"
Zimmerman,Zimmerman,2 beds,2 baths,2 Toilets,"15,000"
ROAD,THIKA,1 beds,1 baths,1 Toilets,"13,000"
Eastleigh,NOMADS,1 beds,1 baths,1 Toilets,"13,000"
wendani,Kahawa,1 beds,1 baths,1 Toilets,"5,500"
South,MUGOYA,2 beds,2 baths,2 Toilets,"26,000"
Nairobi,Kawangware,1 beds,1 baths,1 Toilets,"5,500"
Nairobi,Kawangware,1 beds,1 baths,1 Toilets,"5,000"
Nairobi,Donholm,1 beds,1 baths,1 Toilets,"5,000"
Nairobi,Karen,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Ngara,1 beds,1 baths,1 Toilets,"5,000"
Sukari,Kahawa,1 beds,1 baths,1 Toilets,"5,000"
Road,Thika,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"15,000,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"15,000,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"15,000,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"21,000,000"
Sukari,Kahawa,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"21,000,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"21,000,000"
Nairobi,Kilimani,3 beds,4 baths,4 Toilets,"10,500,000"
Nairobi,Kileleshwa,3 beds,4 baths,4 Toilets,"10,500,000"
Nairobi,Lavington,3 beds,4 baths,4 Toilets,"10,500,000"
By,Ruiru,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Kilimani,3 beds,4 baths,4 Toilets,"10,500,000"
Nairobi,Kileleshwa,3 beds,4 baths,4 Toilets,"10,500,000"
View,Mountain,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Lavington,3 beds,4 baths,4 Toilets,"10,500,000"
city,Garden,4 beds,4 baths,4 Toilets,"50,000"
Nairobi,Kileleshwa,3 beds,4 baths,4 Toilets,"11,000,000"
Nairobi,Kileleshwa,3 beds,4 baths,4 Toilets,"11,000,000"
Nairobi,Lavington,3 beds,4 baths,4 Toilets,"11,000,000"
Nairobi,Kilimani,2 beds,2 baths,2 Toilets,"5,500,000"
Nairobi,Kileleshwa,2 beds,2 baths,2 Toilets,"5,500,000"
Nairobi,Lavington,2 beds,2 baths,2 Toilets,"5,500,000"
Nairobi,Kilimani,2 beds,2 baths,2 Toilets,"6,500,000"
Nairobi,Buruburu,1 beds,1 baths,1 Toilets,"5,000"
Nairobi,Kileleshwa,2 beds,3 baths,3 Toilets,"6,500,000"
Nairobi,Lavington,2 beds,3 baths,3 Toilets,"6,500,000"
Nairobi,Kilimani,2 beds,3 baths,3 Toilets,"8,000,000"
West,Nairobi,3 beds,3 baths,3 Toilets,"35,000"
Nairobi,Kileleshwa,2 beds,3 baths,3 Toilets,"8,000,000"
Ngara,Ngara,1 beds,1 baths,1 Toilets,"5,500"
Nairobi,Lavington,2 beds,3 baths,3 Toilets,"8,000,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Buruburu,2 beds,2 baths,2 Toilets,"14,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"5,500,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"5,500,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"5,500,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"5,500,000"
road,Bogani,1 beds,1 baths,1 Toilets,"8,000"
Nairobi,Buruburu,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"8,000"
close,Roysambu,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Langata,1 beds,1 baths,1 Toilets,"5,500"
Thome,Thome,3 beds,3 baths,3 Toilets,"35,000"
Way,Waiyaki,1 beds,1 baths,1 Toilets,"12,000"
Westlands,Westland,3 beds,3 baths,3 Toilets,"30,000"
Sukari,Kahawa,1 beds,1 baths,1 Toilets,"10,000"
Utawala,Utawala,2 beds,2 baths,2 Toilets,"15,000"
Area,Westlands,1 beds,1 baths,1 Toilets,"6,500"
Nairobi,Langata,1 beds,1 baths,1 Toilets,"6,000"
Donholm,Donholm,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Fedha,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Donholm,2 beds,2 baths, Toilets,"18,000"
Nairobi,Pangani,2 beds,2 baths, Toilets,"18,000"
Nairobi,Roysambu,1 beds,1 baths,1 Toilets,"9,000"
road,Ngong,2 beds,2 baths,1 Toilets,"25,000"
Estate,Garden,1 beds,1 baths,1 Toilets,"18,000"
Nairobi,Gigiri,2 beds,2 baths,2 Toilets,"18,000"
Daima,Imara,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Fedha,1 beds,1 baths,1 Toilets,"10,000"
Daima,Imara,2 beds,2 baths,1 Toilets,"17,000"
Estate,Fedha,1 beds,1 baths,1 Toilets,"10,000"
Karen,Karen,2 beds,2 baths,1 Toilets,"40,000"
Nairobi,Zimmerman,1 beds,1 baths,1 Toilets,"8,000"
C,South,1 beds,1 baths,1 Toilets,"12,000"
close,Madaraka,1 beds,1 baths,1 Toilets,"6,500"
Nairobi,Karen,1 beds,1 baths,1 Toilets,"12,000"
Nairobi,Karen,1 beds,1 baths,1 Toilets,"12,000"
sukari,Kahawa,beds,1 baths,1 Toilets,"6,500"
B,South,2 beds,1 baths,1 Toilets,"17,000"
daima,Imara,2 beds,1 baths,1 Toilets,"16,000"
Mara,Donholm,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Kilimani,3 beds,4 baths,4 Toilets,"8,000"
OPP,ICIPE,2 beds,2 baths,2 Toilets,"20,000"
Donholm,DONHOLM,2 beds,2 baths,2 Toilets,"17,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"14,000,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"14,000,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"14,000,000"
Nairobi,Donholm,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Donholm,2 beds,2 baths,2 Toilets,"14,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"25,000,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"25,000,000"
View,Mountain,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"25,000,000"
Nairobi,Kilimani,2 beds,1 baths,1 Toilets,"5,500,000"
Nairobi,Kileleshwa,2 beds,2 baths,2 Toilets,"5,500,000"
WATER,KENYA,1 beds,1 baths,1 Toilets,"14,000"
Nairobi,Lavington,2 beds,2 baths,2 Toilets,"5,500,000"
Nairobi,Kilimani,2 beds,2 baths,2 Toilets,"6,200,000"
Nairobi,Kileleshwa,2 beds,2 baths,2 Toilets,"6,200,000"
Nairobi,Lavington,2 beds,2 baths,2 Toilets,"6,200,000"
Nairobi,Kilimani,2 beds,3 baths,3 Toilets,"10,000,000"
Nairobi,Kileleshwa,2 beds,3 baths,3 Toilets,"10,000,000"
Nairobi,Lavington,2 beds,3 baths,3 Toilets,"10,000,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"4,300,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"4,300,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"4,300,000"
Nairobi,Westlands,1 beds,1 baths,1 Toilets,"7,000,000"
Nairobi,Westlands,2 beds,3 baths,3 Toilets,"12,000,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"5,000"
Estate,Garden,2 beds,2 baths,1 Toilets,"30,000"
Nairobi,Roysambu,1 beds,1 baths,1 Toilets,"11,000"
Nairobi,Pangani,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Riverside,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Roysambu,1 beds,1 baths,1 Toilets,"10,000"
Road,Thika,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Utalii,2 beds,1 baths,2 Toilets,"7,500"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"7,500"
Ruthimitu,Uthiru,beds,1 baths,1 Toilets,"7,000"
Nairobi,Zimmerman,beds,1 baths,1 Toilets,"7,000"
Kariokor,Ziwani,beds,1 baths,1 Toilets,"7,000"
B,South,1 beds,1 baths,2 Toilets,"10,000"
Rd,Ngong,1 beds,1 baths,1 Toilets,"5,000"
Rd,Ngong,beds, baths, Toilets,"7,000"
Wendani,Kahawa,1 beds,1 baths,1 Toilets,"5,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"60,000"
Nairobi,Parklands,1 beds,1 baths,1 Toilets,"6,000"
ROAD,MAKUENI,1 beds,1 baths,1 Toilets,"20,000"
B,South,2 beds,2 baths, Toilets,"25,000"
Nairobi,Utawala,beds, baths, Toilets,"17,000"
Nairobi,Utawala,3 beds,3 baths,3 Toilets,"28,000"
B,South,1 beds,1 baths,1 Toilets,"15,000"
B,South,1 beds,1 baths,1 Toilets,"8,500"
lane,Matumbato,1 beds,1 baths,1 Toilets,"18,000"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"12,000"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"7,000"
Ngara,NGARA,1 beds,1 baths,1 Toilets,"7,000"
OPP,ICIPE,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Lavington,2 beds,2 baths,2 Toilets,"65,000"
GATE,GOLDEN,1 beds,1 baths,1 Toilets,"6,500"
Nairobi,Lavington,2 beds, baths,1 Toilets,"110,000"
Chai,Pangani,1 beds,1 baths,1 Toilets,"6,000"
Road,Riara,3 beds,3 baths,3 Toilets,"19,000,000"
B,South,2 beds,2 baths,2 Toilets,"22,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"15,000,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"15,000,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"15,000,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"18,000,000"
Nairobi,Kilimani,4 beds,5 baths,5 Toilets,"25,000,000"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"25,000,000"
Nairobi,Lavington,4 beds,5 baths,5 Toilets,"25,000,000"
Nairobi,Kilimani,3 beds,4 baths,4 Toilets,"10,000,000"
Nairobi,Kileleshwa,3 beds,4 baths,4 Toilets,"10,000,000"
ICIPE,Kasarani,1 beds,1 baths,1 Toilets,"6,500"
Nairobi,Karen,2 beds,2 baths,2 Toilets,"22,000"
Nairobi,Lavington,3 beds,4 baths,4 Toilets,"10,000,000"
Nairobi,Lavington,3 beds,3 baths,3 Toilets,"50,000"
Nairobi,Zimmerman,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Kileleshwa,3 beds,4 baths,4 Toilets,"10,000,000"
Nairobi,Lavington,3 beds,4 baths,4 Toilets,"10,000,000"
Nairobi,Kilimani,3 beds,4 baths,4 Toilets,"10,500,000"
Nairobi,Kileleshwa,3 beds,4 baths,4 Toilets,"10,500,000"
Nairobi,Lavington,3 beds,4 baths,4 Toilets,"10,500,000"
Nairobi,Utawala,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Utawala,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Utawala,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Kilimani,2 beds,2 baths,2 Toilets,"5,500,000"
Nairobi,Utawala,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Utawala,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Utawala,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Utawala,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Kileleshwa,2 beds,2 baths,2 Toilets,"5,500,000"
Nairobi,Lavington,2 beds,2 baths,2 Toilets,"5,500,000"
Nairobi,Kileleshwa,2 beds,3 baths,3 Toilets,"6,200,000"
Nairobi,Lavington,2 beds,3 baths,3 Toilets,"6,200,000"
Nairobi,Fedha,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Kilimani,2 beds,3 baths,3 Toilets,"9,000,000"
Nairobi,Kileleshwa,2 beds,3 baths,3 Toilets,"9,000,000"
Nairobi,Lavington,2 beds,3 baths,3 Toilets,"9,000,000"
Nairobi,Kileleshwa,3 beds,4 baths,4 Toilets,"95,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Zimmerman,2 beds,2 baths,2 Toilets,"14,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kilimani,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"4,000,000"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"4,000,000"
Daima,Imara,2 beds,2 baths,2 Toilets,"18,000"
Ruthimitu,Uthiru,1 beds,1 baths,1 Toilets,"5,000"
South,Nairobi,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Syokimau,2 beds,2 baths,2 Toilets,"20,000"
Nairobi,Parkland,1 beds,1 baths,1 Toilets,"12,000"
Nairobi,Parkland,1 beds,1 baths,1 Toilets,"12,000"
Nairobi,Syokimau,3 beds,3 baths,3 Toilets,"30,000"
Nairobi,Lavington,3 beds,1 baths,1 Toilets,"60,000"
Nairobi,Pangani,1 beds,1 baths,1 Toilets,"10,000"
Sukari,Kahawa,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Kawangware,1 beds,1 baths,1 Toilets,"5,000"
SHAPARA,OLE,3 beds,3 baths,3 Toilets,"30,000"
South,Nairobi,1 beds,1 baths,1 Toilets,"12,000"
South,Nairobi,1 beds,1 baths,1 Toilets,"8,000"
Nairobi,Syokimau,1 beds,1 baths,1 Toilets,"12,000"
Nairobi,Syokimau,1 beds,1 baths,1 Toilets,"7,500"
Nairobi,Lavington,1 beds,1 baths,1 Toilets,"5,000,000"
Road,Thika,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Kangemi,1 beds,1 baths,1 Toilets,"8,000"
Nairobi,Komarock,2 beds,2 baths,2 Toilets,"16,000"
plaza,Stima,1 beds,1 baths,1 Toilets,"10,000"
course,Golf,1 beds,1 baths,1 Toilets,"12,000"
Estate,Garden,1 beds,1 baths,1 Toilets,"7,000"
center,Kasuku,1 beds,1 baths,1 Toilets,"15,000"
school,Kenya,2 beds,2 baths,2 Toilets,"18,000"
Roysambu,Roysambu,1 beds,1 baths,1 Toilets,"12,000"
Roysambu,Roysambu,1 beds,1 baths,1 Toilets,"7,000"
Kasarani,Icipe,1 beds,1 baths,1 Toilets,"6,500"
Arcade,Adams,1 beds,1 baths,1 Toilets,"11,000"
Utawala,Utawala,2 beds,2 baths,2 Toilets,"15,000"
Utawala,Utawala,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Ngara,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Kiamumbi,2 beds,2 baths,2 Toilets,"16,000"
Nairobi,Parklands,1 beds,1 baths,1 Toilets,"6,500"
Road,Rhapta,10 beds,10 baths,5 Toilets,"650,000"
Nairobi,Parklands,2 beds,2 baths,2 Toilets,"20,000"
Nairobi,Pangani,2 beds,2 baths,2 Toilets,"16,000"
Rd,Ngong,beds, baths, Toilets,"10,000"
Road,Kandara,3 beds,3 baths,3 Toilets,"75,000"
Rd,Ngong,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Katani,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Westlands,2 beds,1 baths,1 Toilets,"15,000"
Nairobi,Roysambu,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Riruta,1 beds,1 baths,1 Toilets,"10,000"
Arcade,Adams,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Madaraka,beds,1 baths,1 Toilets,"6,000"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Thome,beds,1 baths,1 Toilets,"10,000"
Nairobi,Pangani,beds,1 baths,1 Toilets,"6,000"
View,Mountain,2 beds,1 baths,1 Toilets,"15,000"
Nairobi,Kileleshwa,3 beds,3 baths,3 Toilets,"80,000"
Daima,Imara,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Langata,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Buruburu,2 beds,2 baths,2 Toilets,"18,000"
road,Gatanga,2 beds,2 baths,2 Toilets,"12,000,000"
Nairobi,Umoja,2 beds,2 baths,2 Toilets,"14,000"
Nairobi,Embakasi,2 beds,2 baths,2 Toilets,"17,000"
Highrise,Nyayo,2 beds,2 baths,2 Toilets,"18,000"
Highrise,Nyayo,3 beds,3 baths,3 Toilets,"30,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"6,500"
Nairobi,Embakasi,1 beds,1 baths,1 Toilets,"12,000"
B,South,2 beds,2 baths,2 Toilets,"17,000"
Nairobi,Embakasi,1 beds,1 baths,1 Toilets,"7,000"
C,South,3 beds,3 baths,3 Toilets,"30,000"
Highrise,Nyayo,1 beds,1 baths,1 Toilets,"12,000"
Highrise,Nyayo,1 beds,1 baths,1 Toilets,"7,500"
B,South,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Buruburu,1 beds,1 baths,1 Toilets,"5,000"
Nairobi,Buruburu,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Umoja,3 beds,3 baths,3 Toilets,"25,000"
Nairobi,Donholm,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Pipeline,2 beds,2 baths,2 Toilets,"13,000"
Nairobi,Fedha,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Fedha,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Embakasi,3 beds,3 baths,3 Toilets,"22,000"
Nairobi,Embakasi,3 beds,3 baths,3 Toilets,"27,000"
Jamhuri,Jamhuri,3 beds,3 baths,3 Toilets,"30,000"
way,Waiyaki,beds,1 baths,1 Toilets,"6,500"
Karen,Karen,beds,1 baths,1 Toilets,"7,000"
fig,Ngara,beds,1 baths,1 Toilets,"7,000"
Kangemi,Kangemi,beds,1 baths,1 Toilets,"6,500"
Estate,Madaraka,beds,1 baths,1 Toilets,"6,500"
shopping,Pangani,beds,1 baths,1 Toilets,"6,500"
ARCARDE,ADAM'S,1 beds,1 baths,1 Toilets,"16,000"
BEHIND,UTAWALA,1 beds,1 baths,1 Toilets,"13,000"
KANGUNDO,RUAI,3 beds,3 baths,3 Toilets,"20,000"
CO,UTHIRU,2 beds,2 baths,2 Toilets,"17,000"
B,SOUTH,1 beds,2 baths,1 Toilets,"16,000"
B,SOUTH,2 beds,2 baths,2 Toilets,"26,000"
ESTATE,KIAMUMBI,1 beds,1 baths,1 Toilets,"12,000"
