City,Location,Area,Bedrooms,Bathrooms,Generator,Furnished,Internet,Gym,Balcony,Parking,En-suite,Lift,Price
Nairobi,Lavington,,1,2,1,0,1,1,1,1,1,0,60000
Westlands,Westlands Area,,1,2,1,1,0,1,1,0,0,0,130000
Kiambu County,Kabete,,2,2,0,0,0,0,1,1,1,0,28000
Nairobi,Kilimani,,2,2,1,0,0,1,0,1,1,0,95000
Nairobi,Kilimani,,4,4,1,0,1,1,1,1,1,0,130000
Nairobi,Kilimani,,3,3,1,0,1,0,1,1,1,0,100000
Westlands,Kitisuru,,2,2,1,1,1,1,1,1,1,0,170000
Nairobi,Kilimani,Building Area 130 m²,2,2,0,1,0,0,0,0,0,0,250000
Nairobi,Kileleshwa,Building Area 227 m²,3,4,1,0,1,0,1,1,1,0,150000
Westlands,Westlands Area,,2,2,0,0,0,0,0,1,0,0,110000
Westlands,Riverside,,3,3,1,0,0,1,0,1,1,0,200000
Westlands,Westlands Area,,2,2,0,1,0,1,0,0,0,0,219000
Nairobi,Kilimani,,0,1,1,1,1,1,1,1,1,0,2500
Westlands,Westlands Area,,3,3,1,0,1,1,1,1,1,0,350000
Westlands,Runda,,2,2,1,1,1,0,1,1,1,0,not
Westlands,Rhapta Road,,3,3,1,0,1,0,1,1,1,0,125000
Kiambu County,Ruaka,Building Area 100 m²,2,2,1,1,1,1,1,1,1,0,100000
Nairobi,Kilimani,,3,2,0,0,0,0,1,1,1,0,100000
Nairobi,Lavington,,2,,1,1,1,1,1,1,1,0,170000
Nairobi,Lavington,,2,2,1,0,1,1,1,1,1,0,140000
Westlands,General Mathenge,Building Area 2300 ft²,3,3,1,0,1,1,1,1,1,0,135000
Westlands,Westlands Area,,3,3,1,1,0,1,1,1,0,0,160000
Nairobi,Kileleshwa,,0,1,0,0,1,0,0,0,1,0,40000
Nairobi,Kilimani,Building Area 1500 ft²,2,2,1,0,1,0,1,1,1,0,78000
Westlands,Riverside,,3,3,1,0,1,1,1,1,1,0,140000
Westlands,Westlands Area,,2,2,1,1,1,1,1,1,1,0,240000
Nairobi,Kileleshwa,,4,4,0,0,1,0,1,1,1,0,95000
Nairobi,Kiambu Road,Building Area 120 m²,3,2,0,0,1,0,1,1,1,0,70000
Nairobi,Kileleshwa,,3,2,0,0,0,0,1,1,1,0,90000
Westlands,Spring Valley,,2,2,1,0,0,0,0,1,1,0,240000
Westlands,Loresho,,4,3,0,0,0,0,1,1,0,0,65000
Nairobi,Kileleshwa,,2,2,1,1,1,1,1,1,1,0,220000
Nairobi,State House,,3,2,1,0,0,0,1,1,1,0,120000
Westlands,Riverside,Building Area 234 m²,3,4,1,0,1,1,1,1,1,0,200000
Nairobi,Lavington,,3,3,0,0,1,1,1,1,1,0,120000
Nairobi,Kileleshwa,,3,3,1,0,0,1,0,0,1,0,70000
Nairobi,Thika Road,,4,3,1,0,0,0,0,0,0,0,80000
Nairobi,Hurlingham,Building Area 156 m²,3,3,1,1,1,0,1,1,1,0,180000
Nairobi,Kiambu Road,,2,2,0,0,1,1,1,1,1,0,55000
Nairobi,Kilimani,,2,2,0,0,0,1,1,1,1,0,65000
Westlands,Westlands Area,,1,1,1,1,0,1,1,1,0,0,110000
Kiambu County,Kabete,,2,1,0,0,0,0,0,0,0,0,23000
Westlands,Karura,Building Area 284 m²,3,4,1,0,1,1,1,1,1,0,295000
Nairobi,Ridgeways,,2,2,1,1,1,0,1,0,1,0,130000
Westlands,Spring Valley,,2,2,1,1,1,1,1,1,1,0,250000
Westlands,Rhapta Road,,2,2,1,0,1,1,1,1,1,0,100000
Westlands,Westlands Area,Building Area 160 m²,2,3,1,1,1,1,1,1,1,0,250000
Nairobi,Kileleshwa,,4,4,1,0,0,1,1,1,1,0,150000
Westlands,Riverside,,3,3,1,1,0,1,1,1,0,0,260000
Nyali,Nyali Area,,3,4,1,1,1,0,1,1,1,0,300000
Westlands,Riverside,,4,4,0,0,0,1,1,1,1,0,300000
Nairobi,Lavington,,3,3,1,1,1,1,1,1,1,0,290000
Nyali,Mkomani,Building Area 1900 m²,2,3,1,0,0,0,1,1,1,0,55000
Nairobi,Lavington,Building Area 234 m²,3,4,1,0,1,1,1,1,1,0,140000
Westlands,General Mathenge,,3,4,1,0,0,0,0,0,1,0,140000
Nairobi,Kileleshwa,,2,2,0,0,0,1,1,1,1,0,80000
Nairobi,Ruaraka,Building Area 63 m²,1,2,1,0,1,1,1,1,1,0,64000
Nairobi,Kileleshwa,,2,3,1,1,1,1,1,1,1,0,140000
Nairobi,Kilimani,,3,3,1,0,0,1,0,1,1,0,120000
Nairobi,Lavington,,3,2,0,0,0,0,1,1,1,0,80000
Westlands,Waiyaki Way,,3,2,1,0,0,0,1,1,0,0,60000
Kilifi County,Mtwapa,Land Area 1 ac,2,2,1,1,1,0,1,1,1,0,65000
Nairobi,Kilimani,Building Area 2325 m²,2,2,1,1,1,1,1,1,1,0,170000
Westlands,Parklands,,3,3,1,0,0,1,1,0,1,0,250000
Westlands,Parklands,,4,4,1,0,1,0,1,1,0,0,135000
Nairobi,Kilimani,,3,4,1,0,1,1,1,1,1,0,80000
Westlands,General Mathenge,,3,3,1,0,1,1,1,1,1,0,170000
Nairobi,Kibera,,2,1,0,0,0,0,0,0,0,0,7500
Westlands,Rhapta Road,,2,2,1,0,0,0,1,1,1,0,110000
Westlands,Westlands Area,Building Area 138 m²,2,2,1,1,1,1,1,1,1,0,200000
Nyali,Nyali Area,Building Area 1650 ft²,2,2,1,1,1,0,1,1,1,0,12000
Westlands,Riverside,,2,2,0,0,1,0,0,1,1,0,80000
Westlands,Westlands Area,,1,1,1,0,1,1,1,1,1,0,90000
Nairobi,Kileleshwa,,2,2,1,1,1,1,1,1,1,0,not
Westlands,Rhapta Road,,2,2,1,1,1,1,1,1,1,0,130000
Kilifi County,Vipingo,Building Area 1460 m²,2,2,1,0,1,0,1,1,1,0,80000
Kilifi County,Mtwapa,,3,3,1,1,1,0,1,1,1,0,90000
Westlands,Riverside,,3,3,1,0,1,1,1,1,1,0,100000
Westlands,Riverside,Building Area 278 m²,3,4,1,1,1,1,1,1,1,0,300000
Nairobi,Karen,,2,2,0,1,1,0,1,1,1,0,120000
Westlands,Westlands Area,,4,4,1,0,1,1,1,1,1,0,160000
Kiambu County,Ruaka,Building Area 980 ft²,2,2,0,0,1,0,1,1,1,0,32000
Westlands,Riverside,Building Area 9 m²,1,2,0,0,0,0,1,0,1,0,90000
Westlands,Kitisuru,,2,2,1,1,1,1,1,1,1,0,220000
Westlands,Parklands,,3,3,1,0,1,0,1,1,1,0,135000
Nairobi,Kilimani,,2,3,1,0,1,1,1,1,1,0,90000
Nairobi,Muthaiga,,3,3,0,0,1,1,1,1,1,0,200000
Nairobi,Thika Road,,2,2,1,0,0,1,1,1,0,0,79000
Nyali,Nyali Area,,3,3,1,0,1,1,1,1,1,0,110000
Nairobi,Kileleshwa,,4,4,1,0,0,1,0,1,1,0,120000
Ruiru,Tatu City,Building Area 75 m²,2,2,0,1,1,1,1,1,1,0,7000
Nairobi,Kilimani,Building Area 140000 m²,1,2,1,1,1,1,1,1,1,0,130000
Kiambu County,Ruaka,,2,2,1,0,1,0,1,1,1,0,50000
Nyali,Nyali Area,Building Area 2500 m²,3,4,1,0,1,1,1,1,1,0,120000
Nairobi,Ngong Road,,3,4,1,0,0,0,0,0,1,0,100000
Westlands,Loresho,Building Area 1700 m²,3,4,0,0,1,0,1,1,1,0,75000
Nairobi,Kileleshwa,,3,3,0,0,0,1,1,0,0,0,175000
Westlands,Riverside,Building Area 300 m²,3,4,1,1,0,0,1,1,1,0,280000
Westlands,Westlands Area,,3,3,1,1,1,0,1,1,1,0,140000
Nyali,Nyali Area,,3,3,0,0,0,0,0,1,1,0,120000
Westlands,Westlands Area,,2,2,1,1,1,0,1,1,1,0,170000
Westlands,Westlands Area,,1,1,1,0,1,1,1,1,1,0,75000
Kiambu County,Ruiru,,1,1,0,0,1,0,1,1,0,0,17000
Nairobi,Kilimani,Land Area 1800 ft²,2,2,1,1,1,1,1,1,1,0,250000
Westlands,Westlands Area,Building Area 130 m²,2,2,1,1,1,0,1,1,1,0,150000
Nairobi,Kilimani,Building Area 24 m²,3,4,0,1,0,0,0,0,0,0,260000
Westlands,Westlands Area,Building Area 85 m²,1,1,1,0,1,1,1,1,1,0,70000
Westlands,Riverside,Building Area 234 m²,4,4,1,0,0,0,1,1,1,0,130000
Westlands,Westlands Area,,3,3,1,0,0,0,1,1,1,0,130000
Westlands,Rhapta Road,,3,4,1,1,1,1,1,1,1,0,not
Westlands,Rhapta Road,Building Area 7 m²,1,1,0,0,0,0,0,0,0,0,90000
Kiambu County,Ruaka,,3,2,1,0,1,0,1,1,1,0,60000
Westlands,Parklands,,4,4,1,0,1,1,1,1,1,0,300000
Nairobi,Kilimani,Building Area 13 m²,2,2,0,1,0,0,0,0,0,0,180000
Nairobi,Kilimani,,3,2,1,1,1,1,1,1,1,0,180000
Westlands,Westlands Area,Building Area 150 m²,2,2,1,1,1,1,1,1,1,0,215000
Westlands,General Mathenge,,3,3,0,1,0,1,1,1,1,0,180000
Kiambu County,Ruaka,,2,2,1,0,1,0,1,1,1,0,43500
Westlands,Lower Kabete,Building Area 36 m²,1,1,0,0,1,1,1,1,0,0,22000
Nairobi,Kilimani,Building Area 142 m²,3,3,1,1,1,1,1,1,1,0,200000
Kiambu County,Thika,Building Area 100 m²,2,2,0,1,1,0,1,1,1,0,33000
Westlands,Riverside,,2,2,0,1,0,0,1,0,1,0,75000
Westlands,Westlands Area,,1,,1,1,0,1,0,0,0,0,150000
Nairobi,Donholm,,3,2,0,0,0,0,0,1,1,0,48000
Westlands,Westlands Area,,1,1,0,0,1,0,0,0,1,0,45000
Nairobi,Kileleshwa,,0,1,1,0,1,0,0,1,0,0,45000
Nyali,Nyali Area,,4,3,1,0,1,1,1,1,1,0,260000
Nairobi,Muthaiga,,3,3,1,0,0,0,1,1,1,0,95000
Westlands,Brookside,,2,2,1,0,0,0,0,1,0,0,80000
Westlands,Westlands Area,,2,2,0,0,1,1,1,1,1,0,250000
Nairobi,Kilimani,Building Area 240 m²,3,4,1,0,0,0,1,0,1,0,110000
Westlands,Rhapta Road,,1,1,1,0,1,1,1,1,1,0,100000
Nairobi,Kibera,Building Area 70 m²,2,,0,0,1,0,0,0,0,0,20000
Westlands,Riverside,,2,2,0,0,0,0,1,0,1,0,75000
Westlands,Riverside,,2,3,0,0,0,0,1,0,1,0,75000
Nairobi,Kilimani,,3,3,0,0,0,0,1,0,1,0,200000
Westlands,Riverside,,4,4,1,0,0,0,0,1,1,0,130000
Westlands,Rhapta Road,,3,4,1,0,1,0,0,1,1,0,100000
Nairobi,Lavington,Building Area 1370 ft²,2,2,1,0,1,1,1,1,1,0,85000
Westlands,Riverside,,2,2,1,1,1,1,1,1,1,0,140000
Nyali,Nyali Area,,3,3,1,1,1,1,1,1,1,0,20000
Kiambu County,Redhill,,1,1,0,0,0,1,1,0,1,0,146000
Westlands,Runda,,2,2,1,1,1,1,1,1,1,0,200000
Nairobi,Kileleshwa,,1,1,1,0,1,0,1,1,1,0,55000
Nairobi,Kilimani,,2,3,1,0,1,1,1,1,1,0,65000
Nairobi,Lavington,,1,1,0,0,0,0,0,0,0,0,140000
Nairobi,South B,,3,3,1,1,1,1,0,1,1,0,100000
Westlands,Parklands,,2,1,0,0,0,0,1,0,1,0,48000
Nairobi,Kilimani,,3,3,1,0,0,0,1,0,0,0,140000
Westlands,Riverside,,2,1,0,0,0,0,0,0,0,0,38000
Westlands,Parklands,,1,1,1,1,0,0,0,1,1,0,3500
Kilifi County,Mtwapa,Building Area 1042 ft²,2,2,0,0,0,0,1,1,1,0,27000
Westlands,Lower Kabete,,3,2,0,0,1,0,1,0,1,0,55000
Westlands,Brookside,,2,2,1,0,1,1,1,1,1,0,95000
Nairobi,Ngong Road,,3,2,0,0,0,0,0,0,1,0,55000
Nairobi,Kiambu Road,,4,4,1,0,1,1,1,1,1,0,65000
Nairobi,Ngong Road,,2,3,1,0,1,0,1,1,1,0,50000
Roysambu,Garden Estate,,2,2,1,0,1,1,1,1,1,0,89000
Nairobi,Mombasa Road,,3,2,1,0,1,1,1,1,1,0,28000
Kiambu County,Ruaka,,3,2,0,0,1,1,1,1,1,0,56000
Nairobi,Kiambu Road,,2,2,0,1,1,1,1,1,1,0,105000
Nairobi,Kiambu Road,,4,4,0,0,1,1,1,1,1,0,70000
Nairobi,Lavington,,3,,1,1,1,0,1,1,1,0,320000
Westlands,Brookside,,3,2,1,0,0,1,1,1,1,0,300000
Nairobi,Kilimani,,3,2,1,0,0,0,1,1,1,0,100000
Nairobi,Lavington,,2,2,0,0,0,0,0,1,1,0,65000
Nairobi,Kileleshwa,,4,4,0,0,0,1,1,1,0,0,200000
Westlands,Brookside,,3,3,0,0,0,0,1,1,1,0,180000
Nairobi,Kileleshwa,,0,1,1,1,1,1,1,1,1,0,95000
Nairobi,Kilimani,,3,4,1,0,0,1,1,1,1,0,85000
Nairobi,Dennis Pritt,,1,2,1,1,1,1,0,1,1,0,135000
Westlands,Rhapta Road,,2,2,1,0,1,0,1,1,1,0,85000
Nairobi,Kileleshwa,,2,2,1,0,0,1,1,1,1,0,65000
Kikuyu,Kikuyu Town,Building Area 114 m²,3,2,1,0,1,0,1,1,1,0,50000
Nairobi,Lavington,,4,5,1,0,1,0,1,1,1,0,140000
Westlands,Westlands Area,Building Area 285 m²,3,3,1,0,1,1,1,1,1,0,280000
Nyali,Nyali Area,,3,3,0,1,0,0,0,1,1,0,130000
Kikuyu,Gikambura,,3,2,0,0,0,0,1,1,1,0,35000
Nairobi,Kileleshwa,,2,2,1,0,1,1,1,1,1,0,150000
Nairobi,Kileleshwa,,3,4,1,0,1,1,1,1,1,0,130000
Nairobi,Kileleshwa,,4,5,1,0,0,1,1,1,1,0,160000
Nairobi,Kileleshwa,,2,3,1,1,1,1,1,1,1,0,7000
Westlands,Riverside,,1,1,1,1,1,1,1,1,1,0,220000
Westlands,Riverside,,1,1,1,1,1,1,1,1,1,0,230000
Westlands,Spring Valley,,2,4,1,1,1,1,1,1,1,0,220000
Nairobi,Kileleshwa,,2,,1,1,0,1,1,1,1,0,160000
Nairobi,Valley Arcade,,4,3,1,0,1,0,1,1,1,0,240000
Nairobi,Dennis Pritt,,2,2,1,1,1,1,1,1,1,0,230000
Westlands,Rhapta Road,,1,1,0,1,1,1,1,1,0,0,150000
Nairobi,Lavington,,3,2,1,0,0,0,1,1,1,0,100000
Westlands,Kitisuru,Building Area 95 m²,2,2,1,0,1,1,1,1,1,0,80000
Nairobi,Kilimani,,2,2,1,1,1,1,0,1,1,0,250000
Nairobi,Lavington,,4,4,1,1,1,0,1,1,1,0,280000
Nairobi,Langata,,3,2,0,0,0,0,1,1,1,0,55000
Nairobi,Kileleshwa,,3,3,0,0,0,1,1,1,1,0,130000
Nairobi,Lavington,,3,4,1,1,1,1,1,1,1,0,170000
Westlands,Riverside,,3,3,1,0,1,1,1,1,1,0,220000
Westlands,Rhapta Road,,2,2,1,0,0,1,1,1,1,0,100000
Westlands,Waiyaki Way,Building Area 130 m²,3,3,0,0,1,1,1,1,1,0,70000
Nairobi,Ngong Road,Building Area 114 m²,3,2,0,0,1,0,1,1,1,0,60000
Nairobi,Naivasha Road,,1,1,1,0,1,0,0,1,1,0,40000
Westlands,Runda,,1,1,1,1,1,0,1,1,1,0,90000
Westlands,Waiyaki Way,Building Area 150 m²,3,3,0,0,1,1,1,1,1,0,80000
Westlands,Runda,,2,2,1,1,1,0,1,1,1,0,180000
Nairobi,Ngong Road,,2,2,1,0,1,0,1,1,1,0,55000
Westlands,Westlands Area,,1,1,1,1,1,1,1,1,1,0,160000
Westlands,Rhapta Road,,2,2,1,0,1,1,1,1,1,0,180000
Westlands,Parklands,,3,3,1,1,1,1,1,1,1,0,2400
Westlands,Riverside,,4,3,1,0,1,1,1,1,1,0,200000
Westlands,Riverside,,2,2,1,1,1,1,1,1,1,0,2000
Kiambu County,Ruiru,,3,4,1,0,1,1,1,1,1,0,120000
Kiambu County,Ruiru,,2,2,1,0,1,1,1,1,1,0,52500
Westlands,Runda,,1,1,0,1,0,1,1,1,1,0,90000
Westlands,Riverside,,2,2,1,1,1,1,1,1,1,0,290000
Nairobi,Kilimani,,4,4,1,0,0,0,1,1,1,0,170000
Nairobi,Karen,,2,1,0,0,0,0,1,1,0,0,45000
Westlands,Riverside,,3,2,0,0,1,0,1,0,1,0,75000
Nairobi,Muthaiga,,4,3,1,0,1,0,1,1,1,0,400000
Nairobi,Lavington,,4,4,0,0,1,0,1,1,1,0,130000
Westlands,Riverside,,1,2,1,1,0,1,1,1,1,0,150000
Westlands,Riverside,,2,2,1,1,0,1,1,1,1,0,200000
Westlands,Rhapta Road,,2,2,1,1,1,1,0,1,1,0,155000
Nairobi,Lavington,,3,2,1,1,1,1,1,1,1,0,165000
Nairobi,Lavington,,1,1,0,0,0,0,0,0,0,0,32000
Kiambu County,Ruiru,,2,1,,,,,,,,,13000
Westlands,Rosslyn,,1,1,1,1,1,1,1,1,1,0,110000
Westlands,Parklands,,2,2,1,0,0,1,1,1,1,0,160000
Nyali,Nyali Area,,4,,0,0,0,0,0,0,0,0,145000
Nairobi,Uthiru,Land Area 1012 m²,2,2,0,0,1,0,1,0,1,0,38000
Westlands,Runda,,2,2,1,1,1,0,1,1,1,0,100000
Nyali,Nyali Area,Building Area 1860 ft²,3,2,1,0,1,0,1,1,1,0,110000
Kiambu County,Ruiru,,2,2,1,0,1,1,1,1,1,0,52000
Nyali,Nyali Area,,2,2,1,1,1,0,1,1,1,0,7000
Westlands,Waiyaki Way,Building Area 74 m²,2,2,1,1,0,0,0,1,1,0,180000
Nairobi,Kilimani,Building Area 135 m²,4,3,0,0,1,0,0,0,0,0,90000
Westlands,Runda,,1,2,1,1,1,1,1,1,1,0,145000
Westlands,Westlands Area,,2,3,1,1,1,1,1,1,1,0,230000
Westlands,Kitisuru,Building Area 34 m²,1,1,0,0,1,1,1,1,0,0,23000
Westlands,Runda,,2,2,1,1,1,0,1,1,1,0,160000
Nairobi,Ridgeways,,2,2,1,1,1,1,1,1,1,0,100000
Westlands,Gigiri,,1,1,1,1,1,1,0,1,1,0,100000
Nairobi,Lavington,Building Area 180 m²,3,3,1,1,1,1,1,1,1,0,140000
Kajiado County,Kisaju,Building Area 46 m²,1,1,0,0,0,0,0,1,0,0,18000
Nyali,Nyali Area,,3,2,1,1,1,0,1,1,0,0,10000
Westlands,Lower Kabete,,2,2,1,1,1,0,1,1,1,0,250000
Nairobi,Kileleshwa,,3,3,1,0,0,1,1,1,1,0,170000
Nairobi,Upper Hill,Building Area 112 m²,2,2,1,1,1,1,1,1,1,0,150000
Westlands,Waiyaki Way,,1,1,0,0,1,0,1,1,0,0,18000
Nairobi,Uthiru,Building Area 95 m²,2,2,1,0,1,0,1,1,1,0,45000
Nyali,Nyali Area,Building Area 1986 ft²,2,2,1,1,1,1,1,1,1,0,170000
Nyali,Nyali Area,,2,,0,1,1,0,1,1,1,0,7000
Mombasa,Bamburi,,1,,0,1,0,0,1,1,1,0,3000
Nyali,Nyali Area,,3,,0,0,0,0,1,1,0,0,88000
Nyali,Nyali Area,,3,,0,1,0,0,1,1,1,0,180000
Nyali,Nyali Area,,1,1,0,1,1,0,1,1,1,0,70000
Nairobi,Kiambu Road,,3,2,0,0,1,0,1,1,1,0,75000
Mombasa,Bamburi,,3,2,0,1,1,0,1,1,1,0,4500
Nyali,Nyali Area,,2,2,1,1,0,0,1,1,1,0,6000
Kilifi County,Mtwapa,Building Area 1012 ft²,2,3,0,0,0,1,1,1,1,0,35000
Nairobi,Kiambu Road,,2,2,0,0,1,0,1,1,1,0,50000
Nairobi,Kileleshwa,Building Area 200 m²,3,3,1,0,0,0,1,1,1,0,120000
Westlands,Westlands Area,,2,2,0,0,0,0,0,0,0,0,200000
Westlands,Westlands Area,,2,2,0,1,0,0,0,0,0,0,265000
Westlands,Westlands Area,Building Area 69 m²,1,1,0,1,0,0,0,0,0,0,150000
Westlands,Westlands Area,Building Area 75 m²,2,2,0,0,0,0,0,0,1,0,180000
Westlands,Waiyaki Way,Building Area 75 m²,2,2,0,1,0,0,0,0,0,0,180000
Nairobi,Kileleshwa,Building Area 50 m²,1,1,0,1,0,0,0,0,0,0,220000
Nairobi,Lavington,,1,1,1,1,0,0,1,0,0,0,230000
Nairobi,Kiambu Road,Building Area 27 m²,1,1,1,0,1,1,1,1,0,0,17000
Nairobi,Kileleshwa,,3,,0,0,0,0,1,1,1,0,80000
Nairobi,Hurlingham,,2,2,1,1,0,0,0,0,1,0,220000
