,City,Location,Bedrooms,Bathrooms,Parking,Price
963,Westlands,Riverside,3.0,3.0,1.0,150000
964,Westlands,Kitisuru,3.0,2.0,1.0,100000
965,Nairobi,Kileleshwa,4.0,5.0,1.0,160000
966,Westlands,Westlands Area,3.0,4.0,1.0,180000
967,Westlands,Riverside,1.0,2.0,1.0,190000
968,Nairobi,Kilimani,2.0,2.0,1.0,112000
969,Westlands,Kitisuru,2.0,2.0,1.0,170000
970,Westlands,Rhapta Road,3.0,4.0,1.0,275000
971,Westlands,General Mathenge,2.0,3.0,1.0,280000
972,Westlands,Westlands Area,2.0,2.0,1.0,140000
973,Nairobi,Lavington,4.0,4.0,1.0,130000
974,Nairobi,Kilimani,2.0,3.0,1.0,80000
975,Kiambu County,Thindigua,2.0,2.0,1.0,45000
976,Nairobi,Kilimani,3.0,4.0,1.0,140000
977,Nairobi,Lavington,2.0,,1.0,200000
978,Nairobi,Lavington,3.0,4.0,1.0,120000
979,Roysambu,Kahawa West,2.0,2.0,1.0,35000
980,Westlands,General Mathenge,3.0,4.0,1.0,350000
981,Nairobi,Hurlingham,2.0,,1.0,200000
982,Westlands,Rhapta Road,3.0,3.0,1.0,85000
983,Nairobi,Kileleshwa,3.0,3.0,1.0,85000
984,Nairobi,Kilimani,2.0,2.0,1.0,90000
985,Westlands,Westlands Area,3.0,3.0,0.0,not
986,Nairobi,State House,2.0,,0.0,130000
987,Westlands,Parklands,4.0,4.0,1.0,280000
988,Westlands,Westlands Area,1.0,1.0,0.0,150000
989,Nyali,Nyali Area,4.0,4.0,1.0,120000
990,Westlands,Westlands Area,1.0,1.0,0.0,130000
991,Nairobi,Riara Road,2.0,1.0,0.0,25000
992,Nairobi,Thika Road,2.0,,0.0,50000
993,Nairobi,Kilimani,2.0,2.0,1.0,70000
994,Westlands,Parklands,1.0,1.0,1.0,50000
995,Nairobi,Kileleshwa,3.0,3.0,1.0,230000
996,Nyali,Nyali Area,3.0,4.0,1.0,220000
997,Kiambu County,Ruaka,1.0,,0.0,20000
998,Kilifi County,Mtwapa,3.0,2.0,1.0,35000
999,Nairobi,Kilimani,2.0,2.0,1.0,160000
1000,Nairobi,Lavington,3.0,2.0,1.0,75000
1001,Roysambu,Garden Estate,3.0,4.0,1.0,150000
1002,Nairobi,Kilimani,2.0,3.0,1.0,85000
1003,Westlands,Parklands,3.0,2.0,1.0,130000
1004,Westlands,Parklands,4.0,5.0,0.0,205000
1005,Westlands,Westlands Area,2.0,2.0,1.0,140000
1006,Nyali,Mkomani,3.0,4.0,1.0,90000
1007,Westlands,Westlands Area,1.0,1.0,1.0,95000
1008,Nairobi,Utawala,2.0,2.0,1.0,25000
1009,Westlands,Westlands Area,3.0,4.0,1.0,170000
1010,Westlands,Westlands Area,3.0,3.0,1.0,300000
1011,Westlands,Westlands Area,2.0,2.0,1.0,250000
1012,Nairobi,Kilimani,4.0,3.0,1.0,135000
1013,Westlands,Gigiri,1.0,1.0,1.0,120000
1014,Westlands,Rhapta Road,2.0,2.0,1.0,160000
1015,Westlands,Westlands Area,2.0,2.0,1.0,230000
1016,Westlands,Westlands Area,3.0,3.0,1.0,280000
1017,Nairobi,Kilimani,2.0,,1.0,150000
1018,Westlands,Karura,3.0,4.0,1.0,300000
1019,Nairobi,Kilimani,1.0,1.0,1.0,120000
1020,Nairobi,Lavington,3.0,,1.0,150000
1021,Westlands,Brookside,3.0,3.0,1.0,100000
1022,Roysambu,Garden Estate,3.0,3.0,1.0,160000
1023,Nairobi,Kileleshwa,3.0,4.0,1.0,250000
1024,Westlands,General Mathenge,3.0,3.0,0.0,180000
1025,Nairobi,Kilimani,3.0,3.0,1.0,180000
1026,Westlands,Westlands Area,2.0,2.0,1.0,280000
1027,Nairobi,Lavington,1.0,1.0,0.0,150000
1028,Nairobi,Kilimani,2.0,2.0,1.0,65000
1029,Kiambu County,Ruaka,2.0,2.0,1.0,30000
1030,Kiambu County,Ruaka,2.0,2.0,1.0,100000
1031,Westlands,Runda,2.0,1.0,1.0,not
1032,Nairobi,Ngong Road,3.0,2.0,1.0,75000
1033,Nyali,Nyali Area,4.0,5.0,1.0,145000
1034,Westlands,Loresho,2.0,3.0,,55000
1035,Westlands,General Mathenge,3.0,3.0,1.0,330000
1036,Kiambu County,Kiambu Town,3.0,2.0,1.0,45000
1037,Westlands,Brookside,2.0,2.0,1.0,75000
1038,Nairobi,Ruaraka,2.0,2.0,0.0,200000
1039,Nyali,Nyali Area,3.0,4.0,1.0,100000
1040,Nairobi,Kileleshwa,4.0,4.0,1.0,140000
1041,Nyali,Nyali Area,3.0,4.0,1.0,160000
1042,Westlands,Rhapta Road,2.0,2.0,1.0,150000
1043,Westlands,Westlands Area,1.0,2.0,1.0,not
1044,Westlands,Westlands Area,0.0,1.0,1.0,90000
1045,Nairobi,Lavington,3.0,3.0,0.0,90000
1046,Kajiado County,Ongata Rongai,2.0,1.0,1.0,25000
1047,Nairobi,Lavington,3.0,3.0,1.0,85000
1048,Nairobi,Kilimani,3.0,3.0,1.0,270000
1049,Nairobi,Kilimani,2.0,3.0,1.0,160000
1050,Nairobi,Kilimani,3.0,3.0,1.0,125000
1051,Westlands,Riverside,3.0,,0.0,220000
1052,Kiambu County,Thika,1.0,1.0,1.0,7500
1053,Westlands,Westlands Area,1.0,1.0,1.0,100000
1054,Westlands,Spring Valley,3.0,3.0,1.0,300000
1055,Nairobi,Lavington,2.0,,0.0,70000
1056,Westlands,Westlands Area,3.0,3.0,1.0,85000
1057,Kiambu County,Ruaka,2.0,2.0,1.0,45000
1058,Nairobi,Upper Hill,3.0,3.0,1.0,200000
1059,Westlands,Parklands,2.0,2.0,1.0,70000
1060,Westlands,Rhapta Road,4.0,4.0,1.0,140000
1061,Nairobi,Kilimani,3.0,2.0,1.0,70000
1062,Nyali,Nyali Area,4.0,4.0,0.0,293000
1063,Nyali,Nyali Area,4.0,5.0,1.0,150000
1064,Nairobi,Kilimani,2.0,3.0,1.0,10000
1065,Nairobi,Kilimani,3.0,3.0,1.0,80000
1066,Kilifi County,Mtwapa,3.0,3.0,1.0,85000
1067,Westlands,Parklands,4.0,4.0,1.0,320000
1068,Westlands,Runda,3.0,3.0,1.0,250000
1069,Westlands,Loresho,2.0,2.0,1.0,65000
1070,Westlands,Westlands Area,2.0,2.0,1.0,150000
1071,Nairobi,Kilimani,3.0,,1.0,160000
1072,Roysambu,Garden Estate,2.0,2.0,1.0,190000
1073,Westlands,Westlands Area,3.0,3.0,1.0,130000
1074,Nairobi,Kileleshwa,4.0,4.0,1.0,230000
1075,Nairobi,Kilimani,2.0,2.0,1.0,170000
1076,Nairobi,Highrise,2.0,2.0,0.0,38000
1077,Nairobi,Kilimani,3.0,3.0,1.0,115000
1078,Nairobi,Kileleshwa,3.0,4.0,1.0,150000
1079,Westlands,Rhapta Road,3.0,3.0,0.0,150000
1080,Nairobi,Lavington,2.0,2.0,1.0,75000
1081,Westlands,Rosslyn,2.0,2.0,1.0,150000
1082,Mombasa Island,Mombasa CBD,3.0,2.0,,50000
1083,Kilifi County,Mtwapa,3.0,3.0,1.0,8000
1084,Nairobi,Kilimani,3.0,3.0,1.0,87000
1085,Westlands,Westlands Area,3.0,2.0,1.0,120000
1086,Westlands,Riverside,3.0,,1.0,170000
1087,Westlands,Rhapta Road,3.0,3.0,,190000
1088,Nairobi,Kilimani,2.0,2.0,1.0,170000
1089,Westlands,Gigiri,3.0,4.0,1.0,260000
1090,Westlands,Brookside,2.0,3.0,1.0,95000
1091,Nyali,Nyali Area,3.0,3.0,1.0,15000
1092,Roysambu,Garden Estate,2.0,2.0,1.0,95000
1093,Westlands,Spring Valley,2.0,2.0,1.0,200000
1094,Westlands,Riverside,3.0,3.0,1.0,160000
1095,Nyali,Nyali Area,3.0,4.0,1.0,65000
1096,Westlands,Parklands,4.0,,1.0,90000
1097,Nyali,Nyali Area,3.0,3.0,1.0,88000
1098,Westlands,Riverside,3.0,3.0,1.0,150000
1099,Nairobi,Kileleshwa,1.0,1.0,1.0,115000
1100,Kiambu County,Ruaka,2.0,2.0,0.0,30000
1101,Nairobi,Kileleshwa,3.0,4.0,1.0,100000
1102,Nairobi,Kileleshwa,2.0,3.0,1.0,80000
1103,Westlands,Westlands Area,2.0,2.0,1.0,95000
1104,Roysambu,Garden Estate,2.0,2.0,1.0,180000
1105,Westlands,Brookside,2.0,2.0,0.0,230000
1106,Nyali,Nyali Area,3.0,3.0,1.0,90000
1107,Nairobi,Kilimani,3.0,3.0,0.0,375000
1108,Westlands,Kitisuru,2.0,,1.0,240000
1109,Nairobi,Kilimani,1.0,1.0,1.0,130000
1110,Westlands,Westlands Area,3.0,2.0,1.0,90000
1111,Westlands,Kitisuru,1.0,1.0,1.0,180000
1112,Nairobi,Kileleshwa,1.0,1.0,1.0,125000
1113,Nyali,Nyali Area,1.0,2.0,0.0,55000
1114,Nairobi,Kileleshwa,2.0,2.0,1.0,115000
1115,Nairobi,Kilimani,3.0,3.0,1.0,80000
1116,Nairobi,Kilimani,2.0,2.0,1.0,75000
1117,Nairobi,Kileleshwa,3.0,4.0,1.0,90000
1118,Nairobi,Valley Arcade,2.0,2.0,0.0,70000
1119,Kiambu County,Ruaka,1.0,1.0,1.0,15000
1120,Westlands,Rosslyn,3.0,3.0,1.0,300000
1121,Westlands,Spring Valley,4.0,,1.0,440100
1122,Nairobi,Kileleshwa,3.0,3.0,1.0,130000
1123,Nairobi,Kileleshwa,2.0,2.0,1.0,70000
1124,Nairobi,Kiambu Road,3.0,2.0,1.0,160000
1125,Nairobi,Thika Road,2.0,3.0,1.0,140000
1126,Nyali,Nyali Area,3.0,3.0,1.0,16000
1127,Westlands,Westlands Area,3.0,4.0,1.0,140000
1128,Roysambu,Roysambu Area,4.0,3.0,1.0,80000
1129,Kilifi County,Mtwapa,3.0,1.0,0.0,25000
1130,Nairobi,Lavington,3.0,2.0,1.0,90000
1131,Nairobi,Kileleshwa,3.0,3.0,1.0,not
1132,Nairobi,Kilimani,3.0,3.0,1.0,189000
1133,Nairobi,Kileleshwa,3.0,4.0,1.0,130000
1134,Westlands,Westlands Area,1.0,1.0,1.0,75000
1135,Westlands,Westlands Area,2.0,2.0,1.0,225127
1136,Nairobi,Kileleshwa,3.0,3.0,0.0,125000
1137,Ruiru,Tatu City,2.0,2.0,1.0,45000
1138,Westlands,Gigiri,3.0,3.0,1.0,500000
1139,Nairobi,Kilimani,0.0,1.0,1.0,60000
1140,Westlands,General Mathenge,2.0,,1.0,90000
1141,Westlands,General Mathenge,4.0,5.0,1.0,300000
1142,Westlands,Westlands Area,2.0,2.0,1.0,100000
1143,Westlands,Brookside,2.0,2.0,1.0,200000
1144,Westlands,Brookside,2.0,2.0,1.0,180000
1145,Nairobi,Kilimani,4.0,4.0,0.0,150000
1146,Nairobi,Kilimani,2.0,3.0,1.0,180000
1147,Nyali,Nyali Area,3.0,4.0,1.0,98000
1148,Nyali,Nyali Area,5.0,4.0,1.0,100000
1149,Nairobi,Kileleshwa,3.0,5.0,,140000
1150,Nyali,Nyali Area,3.0,4.0,1.0,135000
1151,Kiambu County,Ruaka,1.0,1.0,1.0,25000
1152,Machakos County,Syokimau,2.0,,1.0,23000
1153,Westlands,Westlands Area,2.0,2.0,1.0,120000
1154,Westlands,Parklands,3.0,,1.0,250000
1155,Westlands,Westlands Area,1.0,1.0,1.0,95000
1156,Westlands,Westlands Area,2.0,3.0,1.0,90000
1157,Nairobi,Lavington,3.0,4.0,1.0,250000
1158,Westlands,General Mathenge,3.0,3.0,0.0,140000
1159,Westlands,Westlands Area,2.0,2.0,1.0,200000
1160,Westlands,Karura,3.0,4.0,1.0,330000
1161,Nairobi,Kileleshwa,1.0,1.0,1.0,not
1162,Nairobi,Lavington,3.0,3.0,1.0,230000
1163,Nairobi,Kilimani,3.0,3.0,1.0,180000
1164,Nairobi,Kilimani,3.0,2.0,1.0,180000
1165,Westlands,Parklands,3.0,3.0,1.0,280000
1166,Westlands,Spring Valley,2.0,,1.0,150000
1167,Westlands,General Mathenge,3.0,2.0,1.0,160000
1168,Nairobi,Valley Arcade,4.0,5.0,1.0,230000
1169,Westlands,Westlands Area,3.0,3.0,1.0,300000
1170,Nyali,Nyali Area,3.0,4.0,1.0,90000
1171,Nairobi,Lavington,3.0,2.0,1.0,105000
1172,Nairobi,Kilimani,1.0,1.0,1.0,120000
1173,Nairobi,Kileleshwa,3.0,3.0,0.0,75000
1174,Nairobi,Lavington,3.0,3.0,1.0,130000
1175,Westlands,Kitisuru,2.0,2.0,1.0,244460
1176,Westlands,Westlands Area,2.0,2.0,1.0,160000
1177,Westlands,Westlands Area,0.0,,0.0,117000
1178,Nairobi,Kileleshwa,3.0,3.0,1.0,130000
1179,Nairobi,Muthaiga,3.0,3.0,1.0,190000
1180,Nairobi,Lavington,1.0,1.0,1.0,180000
1181,Westlands,Westlands Area,1.0,1.0,1.0,200000
1182,Machakos County,Syokimau,4.0,4.0,1.0,100000
1183,Nairobi,Kilimani,2.0,3.0,1.0,190000
1184,Nyali,Nyali Area,2.0,2.0,1.0,110000
1185,Westlands,Westlands Area,3.0,3.0,1.0,330000
1186,Westlands,Spring Valley,2.0,2.0,1.0,230000
1187,Nairobi,Kileleshwa,3.0,4.0,1.0,120000
1188,Nairobi,Ruaraka,2.0,1.0,1.0,17000
1189,Nairobi,Kilimani,1.0,1.0,1.0,110000
1190,Nairobi,Kileleshwa,2.0,3.0,1.0,120000
1191,Westlands,General Mathenge,3.0,3.0,1.0,150000
1192,Westlands,Parklands,3.0,4.0,1.0,250000
1193,Nairobi,Kileleshwa,4.0,4.0,1.0,150000
1194,Roysambu,Garden Estate,3.0,3.0,1.0,80000
1195,Nyali,Nyali Area,3.0,4.0,1.0,85000
1196,Nairobi,Lavington,3.0,2.0,1.0,150000
1197,Westlands,Westlands Area,4.0,4.0,1.0,270000
1198,Nairobi,Kilimani,2.0,2.0,1.0,140000
1199,Nairobi,Kilimani,2.0,2.0,1.0,170000
1200,Nairobi,Kilimani,2.0,2.0,1.0,260000
1201,Nairobi,Kileleshwa,1.0,1.0,1.0,130000
1202,Westlands,Westlands Area,3.0,4.0,1.0,170000
1203,Nairobi,Kilimani,3.0,3.0,1.0,170000
1204,Westlands,Gigiri,2.0,2.0,1.0,200000
1205,Westlands,Westlands Area,2.0,2.0,1.0,200000
1206,Kiambu County,Kiambu Town,1.0,1.0,1.0,3000
1207,Nairobi,Lavington,4.0,5.0,1.0,250000
1208,Nyali,Nyali Area,3.0,4.0,1.0,181000
1209,Nairobi,Kileleshwa,3.0,3.0,0.0,200000
1210,Nairobi,Lavington,2.0,3.0,1.0,260000
1211,Westlands,Parklands,3.0,2.0,1.0,119000
1212,Westlands,Rhapta Road,3.0,4.0,1.0,120000
1213,Nairobi,Kileleshwa,2.0,3.0,1.0,75000
1214,Westlands,Rhapta Road,1.0,1.0,1.0,100000
1215,Nairobi,Kileleshwa,3.0,3.0,1.0,80000
1216,Nyali,Nyali Area,3.0,3.0,1.0,125000
1217,Westlands,Parklands,3.0,4.0,0.0,240000
1218,Westlands,Nyari,1.0,,1.0,120000
1219,Nyali,Nyali Area,2.0,2.0,1.0,90000
1220,Nairobi,Kilimani,3.0,3.0,1.0,110000
1221,Nairobi,Lavington,4.0,3.0,1.0,not
1222,Westlands,Riverside,2.0,2.0,0.0,120000
1223,Nairobi,Kasarani,1.0,1.0,0.0,15000
1224,Westlands,Runda,2.0,2.0,1.0,200000
1225,Westlands,Parklands,3.0,,0.0,120000
1226,Westlands,General Mathenge,3.0,3.0,1.0,100000
1227,Westlands,Kitisuru,0.0,1.0,1.0,70000
1228,Westlands,Nyari,2.0,2.0,1.0,252000
1229,Nairobi,Kileleshwa,3.0,2.0,1.0,85000
1230,Nairobi,Kilimani,2.0,1.0,1.0,110000
1231,Nairobi,Thika Road,2.0,2.0,1.0,70000
1232,Westlands,Riverside,3.0,3.0,1.0,160000
1233,Westlands,Riverside,5.0,2.0,1.0,300000
1234,Nyali,Kongowea,3.0,3.0,0.0,150000
1235,Westlands,Westlands Area,4.0,3.0,1.0,150000
1236,Nairobi,Kilimani,3.0,4.0,1.0,280000
1237,Nairobi,Lavington,3.0,3.0,1.0,95000
1238,Nyali,Nyali Area,2.0,2.0,1.0,100000
1239,Nairobi,Kileleshwa,3.0,3.0,1.0,130000
1240,Roysambu,Kahawa Sukari,3.0,3.0,1.0,70000
1241,Nairobi,Kileleshwa,2.0,,1.0,220000
1242,Roysambu,Garden Estate,2.0,2.0,1.0,130000
1243,Nairobi,Kilimani,2.0,2.0,1.0,85000
1244,Kiambu County,Ruaka,3.0,2.0,1.0,50000
1245,Westlands,Parklands,2.0,2.0,1.0,150000
1246,Nyali,Nyali Area,3.0,4.0,1.0,140000
1247,Nairobi,Lavington,4.0,4.0,1.0,100000
1248,Nyali,Nyali Area,3.0,2.0,1.0,90000
1249,Nairobi,Kilimani,0.0,2.0,1.0,120000
1250,Mombasa,Shanzu,2.0,2.0,1.0,15000
1251,Nyali,Nyali Area,3.0,3.0,1.0,100000
1252,Nyali,Nyali Area,3.0,4.0,1.0,200000
1253,Westlands,Riverside,2.0,3.0,1.0,110000
1254,Nairobi,Kiambu Road,2.0,2.0,1.0,180000
1255,Westlands,Brookside,3.0,4.0,1.0,220000
1256,Nairobi,Kilimani,2.0,3.0,1.0,190000
1257,Westlands,Parklands,2.0,2.0,1.0,120000
1258,Nyali,Nyali Area,4.0,5.0,1.0,150000
1259,Nairobi,Kileleshwa,2.0,2.0,1.0,120000
1260,Nairobi,Kilimani,3.0,4.0,1.0,110000
1261,Nairobi,Kileleshwa,3.0,3.0,0.0,180000
1262,Nairobi,Kileleshwa,2.0,2.0,1.0,220000
1263,Westlands,Westlands Area,3.0,3.0,0.0,140000
1264,Westlands,Westlands Area,2.0,2.0,1.0,160000
1265,Westlands,Lower Kabete,1.0,1.0,0.0,9000
1266,Nairobi,Langata,3.0,3.0,1.0,75000
1267,Nairobi,Kilimani,1.0,1.0,1.0,100000
1268,Westlands,Riverside,3.0,3.0,1.0,354000
1269,Westlands,Parklands,2.0,2.0,1.0,150000
1270,Nyali,Nyali Area,2.0,2.0,1.0,55000
1271,Westlands,Parklands,2.0,2.0,0.0,200000
1272,Westlands,Waiyaki Way,2.0,2.0,1.0,50000
1273,Nairobi,Lavington,3.0,4.0,1.0,140000
1274,Nairobi,Kileleshwa,3.0,3.0,0.0,175000
1275,Westlands,Parklands,3.0,3.0,1.0,125000
1276,Westlands,Westlands Area,3.0,3.0,0.0,120000
1277,Nairobi,Lavington,2.0,3.0,1.0,65000
1278,Nyali,Kongowea,3.0,3.0,,14000
1279,Westlands,Westlands Area,2.0,,1.0,200000
1280,Nairobi,Lavington,2.0,2.0,1.0,90000
1281,Westlands,Runda,2.0,2.0,0.0,150000
1282,Kilifi County,Kikambala,3.0,3.0,1.0,95000
1283,Nairobi,Kilimani,2.0,1.0,1.0,5000
1284,Westlands,General Mathenge,3.0,3.0,1.0,150000
1285,Westlands,General Mathenge,4.0,5.0,1.0,220000
1286,Nairobi,Mombasa Road,3.0,3.0,1.0,100000
1287,Nairobi,Kileleshwa,3.0,4.0,1.0,200000
1288,Nairobi,Kileleshwa,0.0,1.0,1.0,90000
1289,Nyali,Nyali Area,2.0,2.0,0.0,10000
1290,Kiambu County,Ruaka,2.0,2.0,0.0,40000
1291,Westlands,Runda,2.0,2.0,0.0,371000
1292,Westlands,Kitisuru,5.0,5.0,1.0,660000
1293,Nairobi,Kileleshwa,2.0,2.0,0.0,65000
1294,Westlands,Westlands Area,2.0,2.0,1.0,55000
1295,Westlands,Riverside,3.0,3.0,1.0,350000
1296,Westlands,Rosslyn,2.0,2.0,1.0,180000
1297,Nairobi,Muthaiga,2.0,2.0,1.0,200000
1298,Nyali,Nyali Area,2.0,3.0,1.0,60000
1299,Nairobi,Lavington,4.0,5.0,1.0,130000
1300,Nairobi,Kilimani,1.0,1.0,1.0,80000
1301,Nairobi,Kilimani,2.0,2.0,1.0,359125
1302,Westlands,Westlands Area,1.0,1.0,1.0,150000
1303,Westlands,Westlands Area,1.0,1.0,1.0,120000
1304,Westlands,Westlands Area,4.0,4.0,1.0,270000
1305,Nairobi,Lavington,4.0,,,110000
1306,Nairobi,Thika Road,1.0,2.0,1.0,65000
1307,Nyali,Nyali Area,3.0,4.0,,60000
1308,Nairobi,Kiambu Road,2.0,2.0,1.0,50000
1309,Westlands,Westlands Area,2.0,2.0,1.0,110000
1310,Nairobi,Kileleshwa,3.0,4.0,1.0,130000
1311,Nairobi,Kilimani,2.0,2.0,1.0,65000
1312,Nairobi,Kileleshwa,4.0,3.0,0.0,100000
1313,Westlands,Riverside,2.0,,0.0,250000
1314,Westlands,Westlands Area,2.0,3.0,1.0,220000
1315,Nyali,Nyali Area,3.0,,1.0,30000
1316,Nairobi,Naivasha Road,2.0,2.0,,40000
1317,Nairobi,Lavington,3.0,3.0,1.0,160000
1318,Nairobi,Kileleshwa,3.0,3.0,1.0,7000
1319,Nairobi,Kawangware,2.0,1.0,1.0,20000
1320,Nairobi,Upper Hill,3.0,2.0,1.0,90000
1321,Nairobi,Kilimani,3.0,3.0,1.0,105000
1322,Nairobi,Kileleshwa,3.0,2.0,1.0,60000
1323,Nairobi,Kilimani,3.0,4.0,1.0,170000
1324,Westlands,Riverside,2.0,2.0,1.0,150000
1325,Westlands,Parklands,2.0,1.0,0.0,75000
1326,Nairobi,Kilimani,4.0,3.0,1.0,200000
1327,Westlands,Westlands Area,2.0,2.0,1.0,210000
1328,Nairobi,Kilimani,1.0,1.0,1.0,130000
1329,Ruiru,Tatu City,2.0,2.0,1.0,54200
1330,Westlands,Spring Valley,1.0,1.0,1.0,75000
1331,Westlands,Runda,3.0,3.0,1.0,260000
1332,Nyali,Nyali Area,4.0,3.0,1.0,125000
1333,Nairobi,Lavington,5.0,6.0,1.0,350000
1334,Westlands,Riverside,4.0,4.0,1.0,300000
1335,Nairobi,Kileleshwa,2.0,2.0,1.0,130000
1336,Kiambu County,Ruaka,2.0,2.0,1.0,35000
1337,Westlands,Parklands,3.0,2.0,1.0,165000
1338,Westlands,Parklands,2.0,3.0,1.0,150000
1339,Nairobi,Kileleshwa,3.0,3.0,1.0,250000
1340,Westlands,Westlands Area,1.0,1.0,0.0,100000
1341,Nairobi,Upper Hill,1.0,1.0,1.0,130000
1342,Nairobi,Kiambu Road,3.0,4.0,1.0,55000
1343,Westlands,Westlands Area,2.0,1.0,0.0,85000
1344,Westlands,Rosslyn,3.0,3.0,1.0,260000
1345,Nairobi,Kilimani,2.0,2.0,1.0,220000
1346,Westlands,Riverside,3.0,2.0,1.0,200000
1347,Nairobi,Kileleshwa,3.0,4.0,1.0,130000
1348,Nairobi,Kileleshwa,3.0,4.0,1.0,150000
1349,Nyali,Mkomani,3.0,4.0,1.0,110000
1350,Nairobi,Lavington,3.0,3.0,1.0,110000
1351,Westlands,Westlands Area,2.0,2.0,1.0,90000
1352,Nyali,Mkomani,3.0,4.0,1.0,100000
1353,Westlands,Riverside,3.0,3.0,1.0,200000
1354,Nairobi,Lavington,3.0,3.0,1.0,115000
1355,Nyali,Nyali Area,4.0,4.0,1.0,120000
1356,Nairobi,Lavington,0.0,1.0,1.0,110000
1357,Nairobi,Kileleshwa,1.0,1.0,1.0,120000
1358,Nairobi,Kilimani,1.0,,1.0,130000
1359,Nyali,Nyali Area,1.0,1.0,1.0,65000
1360,Nairobi,Upper Hill,2.0,2.0,1.0,200000
1361,Westlands,General Mathenge,3.0,3.0,1.0,240000
1362,Westlands,Brookside,2.0,2.0,1.0,150000
1363,Nairobi,Karen,1.0,1.0,1.0,110000
1364,Westlands,Westlands Area,2.0,2.0,1.0,280000
1365,Westlands,Riverside,2.0,2.0,1.0,280000
1366,Nyali,Nyali Area,3.0,3.0,1.0,230000
1367,Westlands,Westlands Area,2.0,3.0,1.0,200000
1368,Westlands,Rhapta Road,3.0,2.0,1.0,65000
1369,Nairobi,Kilimani,2.0,2.0,1.0,150000
1370,Westlands,Loresho,3.0,4.0,1.0,85000
1371,Nairobi,Kilimani,2.0,,0.0,130000
1372,Westlands,Westlands Area,2.0,2.0,1.0,180000
1373,Westlands,Parklands,2.0,,1.0,150000
1374,Westlands,Rhapta Road,2.0,2.0,1.0,180000
1375,Nairobi,Lavington,3.0,3.0,1.0,80000
1376,Westlands,Brookside,3.0,4.0,1.0,160000
1377,Westlands,Gigiri,1.0,2.0,1.0,175000
1378,Nairobi,Kilimani,1.0,1.0,0.0,105000
1379,Westlands,Westlands Area,3.0,,1.0,190000
1380,Westlands,Westlands Area,3.0,3.0,1.0,145000
1381,Westlands,General Mathenge,2.0,2.0,1.0,250000
1382,Westlands,General Mathenge,4.0,4.0,0.0,265000
1383,Westlands,Westlands Area,2.0,,1.0,not
1384,Westlands,Westlands Area,2.0,2.0,1.0,95000
1385,Nairobi,Muthaiga,2.0,2.0,0.0,511000
1386,Nairobi,Kilimani,3.0,3.0,1.0,95000
1387,Nairobi,Kilimani,0.0,1.0,1.0,120000
1388,Kiambu County,Ruiru,1.0,1.0,1.0,10000
1389,Westlands,Riverside,3.0,3.0,1.0,90000
1390,Kilifi County,Vipingo,3.0,2.0,1.0,32000
1391,Nairobi,Kileleshwa,2.0,1.0,1.0,55000
1392,Westlands,General Mathenge,3.0,,1.0,150000
1393,Westlands,Westlands Area,4.0,4.0,1.0,180000
1394,Westlands,Brookside,3.0,3.0,1.0,130000
1395,Nairobi,Ngong Road,3.0,2.0,1.0,70000
1396,Nairobi,Kiambu Road,2.0,2.0,1.0,135000
1397,Nairobi,Kilimani,1.0,1.0,1.0,100000
1398,Nairobi,Kileleshwa,0.0,1.0,1.0,4500
1399,Westlands,Lower Kabete,3.0,3.0,1.0,135000
1400,Westlands,Karura,3.0,3.0,1.0,200000
1401,Mombasa,Bamburi,1.0,1.0,1.0,18000
1402,Westlands,Westlands Area,3.0,4.0,1.0,250000
1403,Nairobi,Kilimani,2.0,2.0,1.0,250000
1404,Roysambu,Thome,1.0,1.0,1.0,64000
1405,Nairobi,Kilimani,3.0,2.0,1.0,80000
1406,Westlands,Westlands Area,2.0,2.0,1.0,250000
1407,Nairobi,Kilimani,2.0,2.0,1.0,80000
1408,Nairobi,Lavington,5.0,6.0,1.0,230000
1409,Nairobi,Kilimani,3.0,3.0,1.0,100000
1410,Nyali,Mkomani,3.0,4.0,1.0,98000
1411,Westlands,Kitisuru,2.0,2.0,1.0,270000
1412,Kiambu County,Thika,1.0,2.0,1.0,14000
1413,Nairobi,Kileleshwa,3.0,3.0,1.0,80000
1414,Nairobi,Kilimani,3.0,4.0,1.0,120000
1415,Kiambu County,Ruaka,3.0,3.0,,54000
1416,Nairobi,Nairobi West,4.0,4.0,1.0,230000
1417,Nairobi,Muthaiga,3.0,3.0,1.0,180000
1418,Nyali,Nyali Area,1.0,1.0,1.0,65000
1419,Nairobi,Kilimani,3.0,2.0,1.0,95000
1420,Nairobi,Kileleshwa,3.0,4.0,1.0,250000
1421,Nairobi,Kiambu Road,3.0,2.0,1.0,150000
1422,Nairobi,Kilimani,4.0,,1.0,140000
1423,Westlands,Parklands,3.0,,0.0,120000
1424,Kiambu County,Ruaka,2.0,1.0,1.0,35000
1425,Nairobi,Kilimani,4.0,4.0,1.0,110000
1426,Westlands,Riverside,3.0,4.0,1.0,150000
1427,Westlands,Riverside,3.0,2.0,1.0,120000
1428,Nyali,Nyali Area,3.0,3.0,1.0,20000
1429,Westlands,Parklands,2.0,2.0,1.0,120000
1430,Nyali,Nyali Area,3.0,5.0,1.0,140000
1431,Kilifi County,Mtwapa,4.0,3.0,1.0,90000
1432,Nairobi,Kileleshwa,2.0,2.0,1.0,145000
1433,Westlands,Westlands Area,4.0,4.0,1.0,400000
