City,Location,Bedrooms,Bathrooms,Parking,Price
Westlands,Riverside,3.0,2.0,1.0,135000
Mombasa Island,Tudor,2.0,3.0,1.0,12000
Nyali,Nyali Area,1.0,1.0,1.0,4500
Nairobi,Kilimani,2.0,3.0,1.0,80000
Nairobi,South C,3.0,3.0,1.0,160000
Westlands,General Mathenge,3.0,4.0,1.0,250000
Nairobi,Muthaiga,3.0,2.0,1.0,170000
Nairobi,Kileleshwa,3.0,3.0,1.0,320000
Nairobi,Kilimani,3.0,4.0,1.0,150000
Kilifi County,Mtwapa,2.0,2.0,1.0,28000
Nairobi,Kileleshwa,3.0,2.0,1.0,85000
Nairobi,Kileleshwa,3.0,3.0,1.0,180000
Westlands,Brookside,2.0,2.0,1.0,100000
Nairobi,Lavington,3.0,3.0,1.0,95000
Westlands,Westlands Area,2.0,2.0,1.0,280000
Westlands,Mountain View,2.0,2.0,1.0,55000
Westlands,General Mathenge,3.0,3.0,0.0,140000
Westlands,Westlands Area,3.0,4.0,1.0,650000
Westlands,Rhapta Road,3.0,3.0,1.0,130000
Nyali,Nyali Area,3.0,4.0,1.0,115000
Nairobi,Lavington,1.0,1.0,1.0,160000
Nairobi,Ngong Road,3.0,2.0,1.0,65000
Nairobi,Kilimani,2.0,,1.0,190000
Nairobi,Upper Hill,1.0,1.0,1.0,150000
Nairobi,Kileleshwa,2.0,2.0,1.0,65000
Westlands,Kitisuru,2.0,2.0,1.0,230000
Nairobi,Lavington,5.0,5.0,1.0,130000
Westlands,Westlands Area,4.0,2.0,0.0,95000
Ruiru,Tatu City,3.0,3.0,1.0,180000
Westlands,Rosslyn,2.0,2.0,1.0,240000
Westlands,Brookside,3.0,3.0,1.0,90000
Westlands,Westlands Area,4.0,4.0,1.0,440000
Westlands,Westlands Area,2.0,3.0,1.0,110000
Westlands,Westlands Area,4.0,4.0,1.0,450000
Nairobi,Kileleshwa,2.0,2.0,1.0,78000
Westlands,Rhapta Road,2.0,2.0,1.0,90000
Nairobi,Kilimani,3.0,3.0,1.0,100000
Westlands,Westlands Area,3.0,3.0,1.0,300000
Nairobi,Kilimani,1.0,1.0,1.0,100000
Westlands,Westlands Area,2.0,2.0,1.0,210000
Westlands,Parklands,4.0,4.0,1.0,280000
Westlands,Westlands Area,3.0,3.0,1.0,130000
Westlands,Westlands Area,1.0,1.0,1.0,95000
Nairobi,Kilimani,2.0,2.0,1.0,150000
Limuru,Tigoni,2.0,2.0,1.0,35000
Nairobi,Upper Hill,2.0,2.0,0.0,220000
Westlands,Riverside,3.0,,1.0,250000
Nairobi,Kileleshwa,2.0,2.0,1.0,165000
Westlands,Westlands Area,2.0,2.0,1.0,230000
Nairobi,Kilimani,2.0,2.0,1.0,75000
Nairobi,Kilimani,3.0,4.0,1.0,110000
Nairobi,Kilimani,4.0,4.0,1.0,90000
Nairobi,Kileleshwa,2.0,2.0,1.0,110000
Nairobi,Kileleshwa,3.0,3.0,1.0,180000
Nairobi,Lavington,3.0,3.0,1.0,170000
Westlands,Riverside,3.0,2.0,0.0,250000
Westlands,Spring Valley,3.0,3.0,1.0,320000
Westlands,Brookside,3.0,2.0,1.0,185000
Westlands,Rhapta Road,1.0,1.0,1.0,60000
Nyali,Mkomani,3.0,4.0,,105000
Westlands,Brookside,2.0,2.0,1.0,200000
Roysambu,Garden Estate,2.0,2.0,1.0,130000
Westlands,Rhapta Road,1.0,1.0,1.0,160000
Nyali,Nyali Area,1.0,2.0,1.0,100000
Kiambu County,Ruaka,2.0,2.0,1.0,50000
Westlands,Parklands,2.0,2.0,1.0,200000
Nairobi,Kileleshwa,4.0,4.0,1.0,160000
Nairobi,Lavington,4.0,4.0,1.0,140000
Nairobi,Lavington,1.0,1.0,1.0,150000
Nairobi,Lavington,3.0,4.0,1.0,120000
Westlands,Brookside,2.0,3.0,1.0,300000
Westlands,General Mathenge,4.0,4.0,1.0,250000
Nairobi,Kileleshwa,1.0,1.0,0.0,130000
Westlands,Parklands,3.0,4.0,1.0,175000
Westlands,General Mathenge,3.0,3.0,1.0,160000
Nairobi,Upper Hill,2.0,2.0,1.0,200000
Westlands,Westlands Area,4.0,5.0,1.0,350000
Nairobi,Kileleshwa,1.0,1.0,1.0,120000
Nyali,Nyali Area,3.0,2.0,1.0,50000
Westlands,Waiyaki Way,1.0,1.0,0.0,23000
Nairobi,Lavington,3.0,3.0,1.0,160000
Nairobi,Lavington,2.0,3.0,1.0,220000
Westlands,Rhapta Road,2.0,2.0,1.0,200000
Westlands,Westlands Area,1.0,1.0,1.0,120000
Mombasa,Bamburi,3.0,3.0,1.0,15000
Nairobi,Kileleshwa,2.0,3.0,0.0,260000
Nairobi,Kileleshwa,3.0,3.0,1.0,120000
Nairobi,Kilimani,1.0,1.0,1.0,140000
Westlands,General Mathenge,3.0,3.0,1.0,180000
Nairobi,Kileleshwa,3.0,3.0,1.0,340000
Westlands,Riverside,3.0,4.0,1.0,230000
Nairobi,Kileleshwa,2.0,3.0,1.0,220000
Westlands,Waiyaki Way,3.0,2.0,0.0,60000
Nairobi,Kileleshwa,2.0,2.0,1.0,75000
Westlands,Kitisuru,2.0,3.0,1.0,230000
Nairobi,Kileleshwa,2.0,3.0,1.0,80000
Westlands,Westlands Area,4.0,4.0,1.0,180000
Westlands,Gigiri,3.0,2.0,1.0,375000
Nairobi,Kilimani,3.0,2.0,1.0,70000
Westlands,Rhapta Road,4.0,3.0,1.0,120000
Westlands,Spring Valley,2.0,2.0,1.0,230000
Westlands,Rhapta Road,3.0,2.0,1.0,70000
Nairobi,Kileleshwa,3.0,4.0,1.0,250000
Nairobi,Kilimani,3.0,3.0,1.0,120000
Westlands,Kitisuru,2.0,,1.0,180000
Nairobi,Kilimani,2.0,2.0,1.0,180000
Nairobi,Kilimani,2.0,2.0,1.0,100000
Nairobi,Kileleshwa,3.0,4.0,1.0,130000
Nairobi,Lavington,2.0,2.0,1.0,75000
Westlands,Westlands Area,3.0,3.0,1.0,250000
Nairobi,Kilimani,2.0,2.0,1.0,65000
Westlands,Parklands,3.0,3.0,1.0,120000
Westlands,Gigiri,2.0,3.0,1.0,247000
Mombasa Island,Tudor,3.0,4.0,1.0,100000
Nairobi,Utawala,2.0,1.0,1.0,25000
Nairobi,Kileleshwa,1.0,2.0,1.0,6500
Westlands,General Mathenge,3.0,,0.0,170000
Nairobi,Kileleshwa,3.0,,0.0,60000
Nairobi,Lavington,2.0,3.0,1.0,200000
Westlands,Rhapta Road,2.0,3.0,1.0,145000
Westlands,Westlands Area,4.0,4.0,1.0,170000
Nairobi,Kilimani,2.0,,1.0,120000
Westlands,Westlands Area,2.0,2.0,1.0,220000
Nairobi,Kilimani,2.0,2.0,1.0,100000
Nairobi,Ngara,2.0,1.0,0.0,38000
Westlands,Kitisuru,2.0,2.0,1.0,240000
Nairobi,Kilimani,2.0,2.0,1.0,230000
Westlands,Parklands,2.0,2.0,1.0,250000
Westlands,Riverside,2.0,,1.0,140000
Westlands,Riverside,1.0,2.0,0.0,90000
Westlands,Parklands,2.0,2.0,0.0,160000
Westlands,Westlands Area,2.0,2.0,1.0,170000
Westlands,Riverside,3.0,3.0,1.0,140000
Nairobi,Kileleshwa,3.0,4.0,1.0,180000
Mombasa Island,Tudor,3.0,4.0,1.0,70000
Nairobi,Lavington,3.0,3.0,1.0,100000
Westlands,Westlands Area,3.0,4.0,1.0,200000
Nairobi,Muthaiga,3.0,2.0,1.0,300000
Westlands,Parklands,3.0,4.0,1.0,164000
Nyali,Nyali Area,2.0,2.0,1.0,6000
Westlands,Kitisuru,2.0,3.0,1.0,250000
Machakos County,Athi River,2.0,2.0,0.0,28000
Nairobi,Kilimani,3.0,4.0,1.0,170000
Westlands,Rhapta Road,1.0,,1.0,120000
Nairobi,Kilimani,2.0,2.0,1.0,324000
Nairobi,Lavington,3.0,4.0,1.0,140000
Westlands,Spring Valley,1.0,1.0,1.0,200000
Nairobi,Kileleshwa,2.0,3.0,1.0,100000
Nairobi,Kileleshwa,2.0,2.0,1.0,55000
Westlands,Brookside,2.0,2.0,1.0,100000
Westlands,Riverside,3.0,3.0,1.0,130000
Nyali,Nyali Area,3.0,2.0,1.0,50000
Nairobi,Kilimani,2.0,2.0,1.0,85000
Westlands,Westlands Area,2.0,2.0,1.0,180000
Nairobi,Kileleshwa,3.0,3.0,1.0,95000
Nairobi,Kilimani,4.0,4.0,1.0,330000
Nairobi,Lavington,2.0,2.0,1.0,190000
Nairobi,Thika Road,2.0,2.0,1.0,89000
Westlands,Riverside,5.0,6.0,1.0,370000
Nairobi,Kileleshwa,1.0,1.0,1.0,110000
Nairobi,Kileleshwa,3.0,3.0,0.0,150000
Nyali,Nyali Area,3.0,4.0,1.0,120000
Westlands,Westlands Area,2.0,2.0,1.0,65000
Nairobi,Kilimani,2.0,2.0,1.0,160000
Nyali,Nyali Area,3.0,4.0,1.0,180000
Westlands,Brookside,3.0,4.0,1.0,350000
Nairobi,Upper Hill,3.0,,1.0,75000
Nairobi,Kileleshwa,2.0,2.0,1.0,75000
Kiambu County,Ruaka,2.0,2.0,1.0,25000
Nairobi,Naivasha Road,1.0,1.0,1.0,40000
Nairobi,Kilimani,2.0,2.0,1.0,150000
Kikuyu,Kikuyu Town,2.0,1.0,0.0,27500
Nairobi,Kilimani,3.0,3.0,1.0,245000
Nairobi,Kilimani,3.0,3.0,0.0,100000
Westlands,Spring Valley,3.0,3.0,1.0,350000
Nairobi,Kileleshwa,3.0,3.0,1.0,170000
Nairobi,Naivasha Road,2.0,2.0,1.0,40000
Westlands,Parklands,2.0,2.0,1.0,120000
Mombasa Island,Mombasa CBD,3.0,2.0,1.0,100000
Nairobi,Kileleshwa,2.0,3.0,1.0,200000
Westlands,Riverside,4.0,4.0,1.0,280000
Nairobi,Kilimani,3.0,2.0,1.0,85000
Nairobi,Kilimani,2.0,2.0,1.0,150000
Nyali,Nyali Area,3.0,4.0,1.0,170000
Nairobi,Kilimani,1.0,1.0,1.0,140000
Mombasa Island,Mombasa CBD,3.0,3.0,1.0,200000
Westlands,Mountain View,3.0,2.0,1.0,60000
Kiambu County,Ruaka,2.0,2.0,1.0,42000
Nairobi,Kileleshwa,3.0,3.0,1.0,160000
Nairobi,Kilimani,2.0,2.0,1.0,120000
Westlands,Riverside,3.0,3.0,1.0,95000
Westlands,Brookside,3.0,3.0,0.0,250000
Westlands,Spring Valley,3.0,3.0,0.0,225000
Westlands,Riverside,3.0,4.0,1.0,120000
Nairobi,Kileleshwa,4.0,4.0,1.0,80000
Nairobi,Upper Hill,2.0,2.0,1.0,75000
Nairobi,Kileleshwa,4.0,4.0,1.0,140000
Westlands,General Mathenge,3.0,3.0,1.0,180000
Kiambu County,Ruaka,2.0,2.0,1.0,45000
Nairobi,Embakasi,3.0,2.0,1.0,80000
Nairobi,Lavington,0.0,1.0,1.0,120000
Nairobi,Lavington,3.0,,0.0,250000
Nyali,Nyali Area,1.0,1.0,1.0,85000
Westlands,General Mathenge,3.0,4.0,1.0,160000
Nairobi,Kilimani,3.0,3.0,1.0,130000
Nairobi,Kileleshwa,2.0,2.0,1.0,110000
Nairobi,Upper Hill,1.0,2.0,1.0,140000
Nairobi,Lavington,2.0,2.0,1.0,180000
Westlands,Westlands Area,2.0,2.0,1.0,195000
Nairobi,Kilimani,3.0,3.0,1.0,95000
Nairobi,Lavington,1.0,1.0,1.0,180000
Nairobi,Muthaiga,2.0,2.0,1.0,220000
Nairobi,Kileleshwa,3.0,2.0,1.0,100000
Nairobi,Lavington,3.0,3.0,1.0,120000
Nairobi,Kilimani,4.0,3.0,1.0,110000
Westlands,Westlands Area,2.0,2.0,1.0,160000
Kiambu County,Ruaka,2.0,3.0,1.0,35000
Nyali,Nyali Area,2.0,2.0,1.0,15000
Westlands,Riverside,3.0,4.0,1.0,250000
Nairobi,Lavington,2.0,2.0,0.0,297000
Nairobi,Uthiru,2.0,1.0,0.0,16000
Westlands,Parklands,3.0,4.0,1.0,250000
Nairobi,Lavington,3.0,,1.0,200000
Nairobi,Lavington,2.0,2.0,1.0,120000
Nyali,Nyali Area,3.0,2.0,1.0,100000
Nairobi,Kiambu Road,3.0,2.0,1.0,65000
Nyali,Nyali Area,3.0,4.0,1.0,65000
Mombasa Island,Mombasa CBD,2.0,3.0,0.0,25000
Nairobi,Kilimani,3.0,2.0,1.0,130000
Westlands,Westlands Area,1.0,1.0,1.0,100000
Nairobi,Kileleshwa,2.0,,,50000
Nairobi,Kilimani,3.0,2.0,1.0,90000
Westlands,Rhapta Road,2.0,2.0,1.0,250000
Nairobi,Kileleshwa,3.0,3.0,1.0,110000
Nairobi,Kileleshwa,3.0,2.0,1.0,85000
Nairobi,Kileleshwa,2.0,,0.0,150000
Westlands,Spring Valley,3.0,4.0,1.0,400000
Nairobi,Lavington,2.0,2.0,1.0,175000
Nairobi,Kilimani,3.0,3.0,1.0,75000
Nairobi,Kilimani,1.0,1.0,1.0,150000
Nairobi,Kilimani,4.0,4.0,1.0,639000
Nyali,Nyali Area,3.0,3.0,1.0,55000
Nairobi,Kileleshwa,2.0,2.0,1.0,75000
Westlands,Brookside,3.0,4.0,1.0,210000
Nairobi,Lavington,4.0,4.0,0.0,150000
Nyali,Nyali Area,1.0,1.0,1.0,5000
Westlands,Westlands Area,3.0,3.0,1.0,135000
Nairobi,Kilimani,2.0,2.0,1.0,270000
Westlands,Riverside,3.0,,0.0,150000
Westlands,Spring Valley,4.0,5.0,1.0,400000
Westlands,Westlands Area,2.0,2.0,1.0,230000
Westlands,Rosslyn,3.0,4.0,1.0,180000
Nairobi,Kilimani,3.0,3.0,0.0,140000
Westlands,Westlands Area,1.0,1.0,1.0,125000
Nyali,Mkomani,4.0,3.0,1.0,95000
Nairobi,Lavington,2.0,2.0,1.0,90000
Nairobi,Upper Hill,2.0,2.0,1.0,180000
Nairobi,Kilimani,3.0,3.0,1.0,95000
Kiambu County,Ruaka,1.0,1.0,1.0,33000
Westlands,Westlands Area,2.0,3.0,1.0,220000
Nyali,Nyali Area,2.0,,1.0,12000
Nairobi,Thika Road,2.0,2.0,0.0,95000
Westlands,Parklands,3.0,2.0,0.0,119500
Westlands,Nyari,2.0,2.0,1.0,250000
Westlands,Rhapta Road,2.0,2.0,1.0,125000
Westlands,Spring Valley,3.0,4.0,1.0,305000
Nairobi,Kilimani,1.0,1.0,1.0,65000
Westlands,Runda,4.0,4.0,1.0,400000
Westlands,General Mathenge,3.0,4.0,1.0,200000
Nairobi,Lavington,3.0,3.0,1.0,150000
Westlands,Parklands,4.0,5.0,1.0,250000
Nairobi,Thika Road,3.0,3.0,1.0,85000
Nairobi,Kilimani,2.0,2.0,1.0,70000
Nairobi,Kilimani,2.0,2.0,1.0,290000
Kiambu County,Ruaka,0.0,1.0,1.0,10000
Nairobi,Kilimani,2.0,2.0,1.0,160000
Nairobi,Muthaiga,3.0,3.0,1.0,250000
Westlands,Westlands Area,2.0,2.0,1.0,240000
Nairobi,Lavington,2.0,,0.0,75000
Nairobi,Kileleshwa,3.0,,1.0,85000
Nyali,Nyali Area,3.0,3.0,0.0,180000
Roysambu,Garden Estate,3.0,2.0,1.0,65000
Nyali,Nyali Area,2.0,2.0,1.0,10000
Nairobi,Kilimani,2.0,2.0,1.0,120000
Nairobi,Lavington,3.0,3.0,1.0,95000
Westlands,Westlands Area,3.0,3.0,1.0,90000
Nyali,Kongowea,1.0,1.0,,4500
Westlands,Westlands Area,3.0,2.0,1.0,130000
Nairobi,Kileleshwa,2.0,2.0,1.0,85000
Nairobi,Lavington,3.0,4.0,1.0,150000
Nairobi,Kilimani,3.0,3.0,1.0,110000
Westlands,Westlands Area,4.0,4.0,1.0,190000
Nairobi,Riara Road,3.0,2.0,0.0,50000
Nairobi,Karen,0.0,,0.0,15000
Nairobi,Kileleshwa,2.0,3.0,1.0,120000
Westlands,Kitisuru,1.0,1.0,1.0,70000
Kiambu County,Ruaka,2.0,2.0,1.0,35000
Nairobi,Kilimani,3.0,4.0,1.0,140000
Westlands,Brookside,3.0,3.0,1.0,135000
Westlands,Riverside,4.0,2.0,0.0,190000
Westlands,General Mathenge,3.0,4.0,0.0,175000
Nairobi,Kilimani,2.0,2.0,1.0,200000
Nairobi,Kileleshwa,3.0,3.0,1.0,130000
Nairobi,Kilimani,3.0,3.0,1.0,170000
Kiambu County,Kiambu Town,3.0,2.0,1.0,30000
Nairobi,Kileleshwa,3.0,2.0,1.0,100000
Nairobi,Kileleshwa,1.0,1.0,1.0,200000
Nairobi,Lavington,4.0,3.0,1.0,230000
Westlands,Westlands Area,0.0,1.0,1.0,100000
Nyali,Mkomani,2.0,2.0,1.0,120000
Nyali,Nyali Area,4.0,5.0,1.0,165000
Westlands,Parklands,2.0,2.0,1.0,130000
Westlands,Westlands Area,2.0,2.0,1.0,220000
Nairobi,Kilimani,3.0,3.0,1.0,130000
Westlands,Westlands Area,4.0,5.0,0.0,250000
Nyali,Nyali Area,3.0,3.0,1.0,95000
Westlands,Riverside,1.0,1.0,1.0,150000
Westlands,Riverside,1.0,,1.0,85000
Nairobi,Kilimani,2.0,2.0,1.0,70000
Westlands,Spring Valley,3.0,3.0,1.0,331000
Nairobi,Kileleshwa,4.0,3.0,0.0,170000
Nairobi,Lavington,4.0,5.0,1.0,120000
Nairobi,Kilimani,3.0,3.0,1.0,120000
Westlands,Riverside,3.0,4.0,1.0,180000
Kiambu County,Ruiru,3.0,2.0,1.0,45000
Nairobi,Upper Hill,1.0,2.0,1.0,130000
Nyali,Nyali Area,1.0,1.0,1.0,65000
Westlands,Riverside,3.0,2.0,1.0,85000
Westlands,Waiyaki Way,1.0,1.0,1.0,120000
Westlands,Westlands Area,2.0,2.0,1.0,215000
Ruiru,Kamakis,2.0,2.0,1.0,30000
Nairobi,Kilimani,3.0,3.0,1.0,170000
Westlands,Riverside,3.0,3.0,1.0,180000
Nairobi,Lavington,3.0,4.0,1.0,95000
Westlands,Riverside,3.0,3.0,1.0,145000
Westlands,General Mathenge,2.0,2.0,1.0,200000
Westlands,Nyari,2.0,1.0,0.0,160000
Westlands,Brookside,1.0,1.0,1.0,70000
Nairobi,Langata,3.0,2.0,1.0,35000
Westlands,Gigiri,2.0,3.0,1.0,270000
Kikuyu,Kikuyu Town,2.0,2.0,0.0,23000
Nairobi,Kilimani,2.0,2.0,1.0,180000
Nairobi,Kilimani,3.0,5.0,1.0,120000
Nairobi,Lavington,2.0,2.0,1.0,130000
Nairobi,Thika Road,2.0,2.0,0.0,100000
Nairobi,Kileleshwa,2.0,3.0,1.0,8000
Nairobi,State House,3.0,3.0,1.0,300000
Westlands,Rhapta Road,2.0,,1.0,130000
Nyali,Nyali Area,3.0,4.0,1.0,90000
Westlands,Riverside,3.0,4.0,1.0,330000
Nairobi,Lavington,3.0,4.0,1.0,110000
Westlands,Parklands,3.0,,1.0,115000
Nairobi,Kilimani,3.0,3.0,1.0,110000
Westlands,Riverside,3.0,3.0,1.0,180000
Westlands,Spring Valley,3.0,2.0,1.0,220000
Nairobi,Ngong Road,2.0,2.0,1.0,65000
Nairobi,Kilimani,3.0,3.0,0.0,150000
Nairobi,Kilimani,3.0,3.0,1.0,82000
Nairobi,Thika Road,3.0,3.0,1.0,120000
Nyali,Nyali Area,3.0,4.0,1.0,60000
Nyali,Nyali Area,1.0,2.0,1.0,80000
Nairobi,Riara Road,2.0,2.0,1.0,85000
Nyali,Nyali Area,3.0,4.0,1.0,100000
Nairobi,Kilimani,3.0,2.0,0.0,65000
Nairobi,Karen,2.0,,0.0,55000
Nairobi,Kilimani,4.0,4.0,1.0,200000
Nairobi,Kileleshwa,2.0,3.0,0.0,85000
Nairobi,Kileleshwa,3.0,4.0,1.0,140000
Nairobi,Kileleshwa,3.0,3.0,1.0,150000
Westlands,Rhapta Road,1.0,1.0,0.0,120000
Embu,,0.0,1.0,1.0,7000
Westlands,Westlands Area,1.0,1.0,1.0,150000
Nairobi,South B,2.0,2.0,1.0,55000
Nairobi,Lavington,3.0,4.0,1.0,70000
Nairobi,Kileleshwa,2.0,2.0,1.0,180000
Westlands,Parklands,2.0,3.0,1.0,200000
Nairobi,Kileleshwa,2.0,1.0,0.0,110000
Westlands,Riverside,3.0,3.0,1.0,110000
Nairobi,Kileleshwa,3.0,3.0,1.0,150000
Nairobi,Kilimani,3.0,3.0,1.0,90000
Westlands,Westlands Area,2.0,2.0,1.0,160000
Nairobi,Kileleshwa,2.0,2.0,0.0,140000
Nairobi,Kilimani,2.0,2.0,1.0,150000
Westlands,Waiyaki Way,4.0,4.0,1.0,100000
Westlands,Spring Valley,3.0,3.0,1.0,350000
